#Iteration	Date	Time	Chirp	Phase	RamanAxis	RatioMean	RatioStdDev
1	17/03/2023	16:53:39.210	0.00000000E+0	-6.28318531E+0	4.00000000E+0	4.68599112E-1	0.00000000E+0
3	17/03/2023	16:53:42.474	0.00000000E+0	-6.17849112E+0	4.00000000E+0	4.05093700E-1	0.00000000E+0
5	17/03/2023	16:53:45.759	0.00000000E+0	-6.07379693E+0	4.00000000E+0	3.57735498E-1	0.00000000E+0
7	17/03/2023	16:53:48.933	0.00000000E+0	-5.96910274E+0	4.00000000E+0	3.31314769E-1	0.00000000E+0
9	17/03/2023	16:53:52.269	0.00000000E+0	-5.86440855E+0	4.00000000E+0	3.39082731E-1	0.00000000E+0
11	17/03/2023	16:53:55.610	0.00000000E+0	-5.75971436E+0	4.00000000E+0	3.24155363E-1	0.00000000E+0
13	17/03/2023	16:53:58.867	0.00000000E+0	-5.65502017E+0	4.00000000E+0	6.55636516E-1	0.00000000E+0
15	17/03/2023	16:54:02.216	0.00000000E+0	-5.55032599E+0	4.00000000E+0	3.50639353E-1	0.00000000E+0
17	17/03/2023	16:54:05.470	0.00000000E+0	-5.44524830E+0	4.00000000E+0	4.72920987E-1	0.00000000E+0
19	17/03/2023	16:54:08.632	0.00000000E+0	-5.34055411E+0	4.00000000E+0	5.19766681E-1	0.00000000E+0
21	17/03/2023	16:54:11.905	0.00000000E+0	-5.23585992E+0	4.00000000E+0	5.37922594E-1	0.00000000E+0
23	17/03/2023	16:54:15.241	0.00000000E+0	-5.13116574E+0	4.00000000E+0	3.31900517E-1	0.00000000E+0
25	17/03/2023	16:54:18.401	0.00000000E+0	-5.02647155E+0	4.00000000E+0	3.38199402E-1	0.00000000E+0
27	17/03/2023	16:54:21.579	0.00000000E+0	-4.92177736E+0	4.00000000E+0	5.31948271E-1	0.00000000E+0
29	17/03/2023	16:54:24.761	0.00000000E+0	-4.81708317E+0	4.00000000E+0	4.23287954E-1	0.00000000E+0
31	17/03/2023	16:54:28.030	0.00000000E+0	-4.71238898E+0	4.00000000E+0	6.76464001E-1	0.00000000E+0
33	17/03/2023	16:54:31.252	0.00000000E+0	-4.60769479E+0	4.00000000E+0	3.21728961E-1	0.00000000E+0
35	17/03/2023	16:54:34.536	0.00000000E+0	-4.50300060E+0	4.00000000E+0	4.08299945E-1	0.00000000E+0
