#Iteration	Date	Time	Chirp	Phase	RamanAxis	RTPhase	NFringe	Ratio
2	15/03/2023	17:06:19.248	0.00000000E+0	-6.28318531E+0	5.00000000E+0	1.23830599E+0	-2.51600000E+3	3.11698031E-1
4	15/03/2023	17:06:22.280	0.00000000E+0	-6.17849112E+0	5.00000000E+0	2.41141780E+0	-2.50100000E+3	3.13257270E-1
6	15/03/2023	17:06:25.286	0.00000000E+0	-6.07379693E+0	5.00000000E+0	3.40735483E+0	-2.50800000E+3	3.42584252E-1
8	15/03/2023	17:06:28.311	0.00000000E+0	-5.96910274E+0	5.00000000E+0	5.48168035E+0	-2.50600000E+3	3.33752306E-1
10	15/03/2023	17:06:31.350	0.00000000E+0	-5.86440855E+0	5.00000000E+0	1.71767499E+0	-2.48900000E+3	3.35512110E-1
12	15/03/2023	17:06:34.352	0.00000000E+0	-5.75971436E+0	5.00000000E+0	3.65931117E+0	-2.51600000E+3	3.18795840E-1
14	15/03/2023	17:06:37.297	0.00000000E+0	-5.65502017E+0	5.00000000E+0	2.43634499E+0	-2.49100000E+3	4.12729165E-1
16	15/03/2023	17:06:40.340	0.00000000E+0	-5.55032599E+0	5.00000000E+0	4.32544233E+0	-2.49100000E+3	4.62081235E-1
18	15/03/2023	17:06:43.441	0.00000000E+0	-5.44524830E+0	5.00000000E+0	2.76806833E+0	-2.51600000E+3	4.55233313E-1
20	15/03/2023	17:06:46.524	0.00000000E+0	-5.34055411E+0	5.00000000E+0	5.75434543E+0	-2.50700000E+3	3.94509558E-1
22	15/03/2023	17:06:49.534	0.00000000E+0	-5.23585992E+0	5.00000000E+0	3.97224325E+0	-2.47400000E+3	5.71124913E-1
24	15/03/2023	17:06:52.545	0.00000000E+0	-5.13116574E+0	5.00000000E+0	2.70670910E+0	-2.50700000E+3	5.22506701E-1
26	15/03/2023	17:06:55.557	0.00000000E+0	-5.02647155E+0	5.00000000E+0	6.26822899E+0	-2.50900000E+3	4.10343128E-1
28	15/03/2023	17:06:58.566	0.00000000E+0	-4.92177736E+0	5.00000000E+0	1.49601476E+0	-2.47800000E+3	3.51965778E-1
30	15/03/2023	17:07:01.512	0.00000000E+0	-4.81708317E+0	5.00000000E+0	5.95989886E+0	-2.50000000E+3	4.85779576E-1
32	15/03/2023	17:07:04.493	0.00000000E+0	-4.71238898E+0	5.00000000E+0	5.10738903E+0	-2.51700000E+3	5.82808946E-1
34	15/03/2023	17:07:07.468	0.00000000E+0	-4.60769479E+0	5.00000000E+0	5.33595217E+0	-2.50900000E+3	4.03815423E-1
36	15/03/2023	17:07:10.457	0.00000000E+0	-4.50300060E+0	5.00000000E+0	2.90152466E+0	-2.49100000E+3	4.31133723E-1
38	15/03/2023	17:07:13.392	0.00000000E+0	-4.39830641E+0	5.00000000E+0	3.13967518E+0	-2.50300000E+3	6.10158955E-1
40	15/03/2023	17:07:16.423	0.00000000E+0	-4.29361223E+0	5.00000000E+0	3.29652471E+0	-2.51100000E+3	5.50993883E-1
42	15/03/2023	17:07:19.372	0.00000000E+0	-4.18891804E+0	5.00000000E+0	6.46956397E-1	-2.49100000E+3	6.43495077E-1
44	15/03/2023	17:07:22.300	0.00000000E+0	-4.08422385E+0	5.00000000E+0	4.32122388E+0	-2.48600000E+3	6.45659839E-1
46	15/03/2023	17:07:25.296	0.00000000E+0	-3.97952966E+0	5.00000000E+0	5.19904439E+0	-2.51400000E+3	5.91783168E-1
48	15/03/2023	17:07:28.381	0.00000000E+0	-3.87445198E+0	5.00000000E+0	4.53022876E+0	-2.51300000E+3	5.79665845E-1
50	15/03/2023	17:07:31.299	0.00000000E+0	-3.76975779E+0	5.00000000E+0	2.96365088E+0	-2.50100000E+3	6.18380396E-1
52	15/03/2023	17:07:34.261	0.00000000E+0	-3.66506360E+0	5.00000000E+0	2.84936931E+0	-2.49700000E+3	5.41747433E-1
54	15/03/2023	17:07:37.318	0.00000000E+0	-3.56036941E+0	5.00000000E+0	5.69873863E-1	-2.51700000E+3	6.37882422E-1
56	15/03/2023	17:07:40.299	0.00000000E+0	-3.45567522E+0	5.00000000E+0	4.86962201E+0	-2.51000000E+3	6.42104935E-1
58	15/03/2023	17:07:43.321	0.00000000E+0	-3.35098103E+0	5.00000000E+0	6.66514652E-1	-2.48500000E+3	6.42798145E-1
60	15/03/2023	17:07:46.301	0.00000000E+0	-3.24628684E+0	5.00000000E+0	2.22849059E+0	-2.49600000E+3	6.61646967E-1
62	15/03/2023	17:07:49.279	0.00000000E+0	-3.14159265E+0	5.00000000E+0	3.97454422E+0	-2.51000000E+3	6.57531545E-1
64	15/03/2023	17:07:52.301	0.00000000E+0	-3.03689846E+0	5.00000000E+0	4.43665593E+0	-2.51500000E+3	6.47162358E-1
66	15/03/2023	17:07:55.260	0.00000000E+0	-2.93220428E+0	5.00000000E+0	4.79177249E+0	-2.50300000E+3	6.47495141E-1
68	15/03/2023	17:07:58.181	0.00000000E+0	-2.82751009E+0	5.00000000E+0	1.72956334E+0	-2.47900000E+3	6.18230138E-1
70	15/03/2023	17:08:01.189	0.00000000E+0	-2.72281590E+0	5.00000000E+0	5.48436481E+0	-2.51000000E+3	6.38576213E-1
72	15/03/2023	17:08:04.209	0.00000000E+0	-2.61812171E+0	5.00000000E+0	4.42975302E+0	-2.51000000E+3	6.14193602E-1
74	15/03/2023	17:08:07.226	0.00000000E+0	-2.51342752E+0	5.00000000E+0	2.84208290E+0	-2.48500000E+3	6.82729004E-1
76	15/03/2023	17:08:10.191	0.00000000E+0	-2.40873333E+0	5.00000000E+0	5.30067061E+0	-2.49500000E+3	6.36140034E-1
78	15/03/2023	17:08:13.230	0.00000000E+0	-2.30365565E+0	5.00000000E+0	1.42468466E+0	-2.51600000E+3	4.57205627E-1
80	15/03/2023	17:08:16.206	0.00000000E+0	-2.19896146E+0	5.00000000E+0	5.36663179E+0	-2.51300000E+3	5.66647986E-1
82	15/03/2023	17:08:19.232	0.00000000E+0	-2.09426727E+0	5.00000000E+0	5.69873863E-1	-2.47800000E+3	5.70966884E-1
84	15/03/2023	17:08:22.224	0.00000000E+0	-1.98957308E+0	5.00000000E+0	3.47676746E+0	-2.50400000E+3	4.76360340E-1
86	15/03/2023	17:08:25.218	0.00000000E+0	-1.88487889E+0	5.00000000E+0	2.59396151E+0	-2.54100000E+3	3.26314478E-1
88	15/03/2023	17:08:28.167	0.00000000E+0	-1.78018470E+0	5.00000000E+0	2.15716048E+0	-2.48800000E+3	5.28120267E-1
90	15/03/2023	17:08:31.124	0.00000000E+0	-1.67549052E+0	5.00000000E+0	4.35267049E+0	-2.49500000E+3	4.71202826E-1
92	15/03/2023	17:08:34.196	0.00000000E+0	-1.57079633E+0	5.00000000E+0	3.66813156E+0	-2.51600000E+3	4.24640764E-1
94	15/03/2023	17:08:37.149	0.00000000E+0	-1.46610214E+0	5.00000000E+0	1.86455365E+0	-2.51100000E+3	5.60661273E-1
96	15/03/2023	17:08:40.167	0.00000000E+0	-1.36140795E+0	5.00000000E+0	4.16935978E+0	-2.48000000E+3	5.39423434E-1
98	15/03/2023	17:08:43.157	0.00000000E+0	-1.25671376E+0	5.00000000E+0	6.13170470E+0	-2.50600000E+3	4.18373509E-1
100	15/03/2023	17:08:46.109	0.00000000E+0	-1.15201957E+0	5.00000000E+0	2.21123331E+0	-2.51800000E+3	5.60056566E-1
102	15/03/2023	17:08:49.113	0.00000000E+0	-1.04732538E+0	5.00000000E+0	2.01833522E+0	-2.48200000E+3	5.13640408E-1
104	15/03/2023	17:08:52.120	0.00000000E+0	-9.42631194E-1	5.00000000E+0	1.72074295E+0	-2.50600000E+3	3.77709125E-1
106	15/03/2023	17:08:55.159	0.00000000E+0	-8.37937005E-1	5.00000000E+0	5.67035998E+0	-2.51200000E+3	3.17611978E-1
108	15/03/2023	17:08:58.160	0.00000000E+0	-7.32859321E-1	5.00000000E+0	3.91165101E+0	-2.48500000E+3	4.87911013E-1
110	15/03/2023	17:09:01.160	0.00000000E+0	-6.28165133E-1	5.00000000E+0	5.46979199E+0	-2.51200000E+3	4.28534964E-1
112	15/03/2023	17:09:04.171	0.00000000E+0	-5.23470944E-1	5.00000000E+0	5.93803963E+0	-2.49300000E+3	4.75395505E-1
114	15/03/2023	17:09:07.171	0.00000000E+0	-4.18776755E-1	5.00000000E+0	2.84553436E-1	-2.50300000E+3	3.10059921E-1
116	15/03/2023	17:09:10.199	0.00000000E+0	-3.14082566E-1	5.00000000E+0	5.49702015E+0	-2.50900000E+3	3.22154016E-1
118	15/03/2023	17:09:13.196	0.00000000E+0	-2.09388378E-1	5.00000000E+0	3.27159753E+0	-2.48500000E+3	3.60121864E-1
120	15/03/2023	17:09:16.204	0.00000000E+0	-1.04694189E-1	5.00000000E+0	1.47223806E+0	-2.50600000E+3	3.35916513E-1
122	15/03/2023	17:09:19.165	0.00000000E+0	0.00000000E+0	5.00000000E+0	5.20671429E+0	-2.51500000E+3	3.70597674E-1
124	15/03/2023	17:09:22.342	0.00000000E+0	1.04694189E-1	5.00000000E+0	7.90767096E-1	-2.39400000E+3	4.41008335E-1
