Timestamp,R_A,R_B,Delta_H_km,GM,Error_Pct,Term_Time,Term_Kinetic,Term_Potential
1457313450,23580365.054802947,25596415.752675988,2016.051,3.83516e14,3.7843,2.61282e6,-1.33180e6,3.34019e-9
1457313480,23577853.26200502,25612958.680908874,2035.105,3.72912e14,6.4447,2.60034e6,-1.34365e6,3.36995e-9
1457313510,23575442.68418761,25629537.12798272,2054.094,3.94397e14,1.0546,2.69620e6,-1.35543e6,3.39954e-9
1457313540,23573133.418695655,25646150.67158511,2073.017,4.04224e14,1.4109,2.75323e6,-1.36715e6,3.42897e-9
1457313570,23570925.558845833,25662798.890062124,2091.873,4.03953e14,1.3428,2.77577e6,-1.37881e6,3.45824e-9
1457313600,23568819.193916366,25679481.362432886,2110.662,3.83984e14,3.6671,2.72948e6,-1.39040e6,3.48734e-9
1457313630,23566814.409140144,25696197.66839299,2129.383,3.88535e14,2.5251,2.76813e6,-1.40193e6,3.51629e-9
1457313660,23564911.28568649,25712947.388362397,2148.036,4.18724e14,5.0486,2.89779e6,-1.41339e6,3.54506e-9
1457313690,23563109.90066111,25729730.103465766,2166.620,4.11284e14,3.1820,2.89458e6,-1.42478e6,3.57367e-9
1457313720,23561410.327094853,25746545.39555693,2185.135,4.06241e14,1.9168,2.89944e6,-1.43611e6,3.60212e-9
1457313750,23559812.6339357,25763392.847232442,2203.580,4.14959e14,4.1039,2.95384e6,-1.44737e6,3.63040e-9
1457313780,23558316.88604124,25780272.041844774,2221.955,4.10626e14,3.0168,2.96084e6,-1.45857e6,3.65850e-9
1457313810,23556923.144171596,25797182.563515488,2240.259,3.96298e14,0.5777,2.93062e6,-1.46970e6,3.68644e-9
1457313840,23555631.464982748,25814123.99714803,2258.493,3.97668e14,0.2340,2.95777e6,-1.48075e6,3.71421e-9
1457313870,23554441.90102033,25831095.9284405,2276.654,4.07500e14,2.2326,3.01653e6,-1.49174e6,3.74181e-9
1457313900,23553354.50071386,25848097.94389812,2294.743,4.05600e14,1.7561,3.03147e6,-1.50267e6,3.76923e-9
1457313930,23552369.30836083,25865129.630864687,2312.760,4.07891e14,2.3309,3.06207e6,-1.51352e6,3.79648e-9
1457313960,23551486.364154287,25882190.57747581,2330.704,4.06096e14,1.8804,3.07703e6,-1.52430e6,3.82356e-9
1457313990,23550705.704146087,25899280.37272977,2348.575,4.04742e14,1.5407,3.09346e6,-1.53501e6,3.85046e-9
1457314020,23550027.360253256,25916398.606480382,2366.371,3.90518e14,2.0277,3.05977e6,-1.54566e6,3.87719e-9
1457314050,23549451.36025431,25933544.869448744,2384.094,3.84247e14,3.6010,3.05623e6,-1.55623e6,3.90374e-9
1457314080,23548977.72778609,25950718.75323473,2401.741,4.06169e14,1.8988,3.16302e6,-1.56673e6,3.93011e-9
1457314110,23548606.48234109,25967919.850328404,2419.313,4.12587e14,3.5090,3.20948e6,-1.57716e6,3.95630e-9
1457314140,23548337.639265172,25985147.754121155,2436.810,3.98113e14,0.1222,3.17294e6,-1.58752e6,3.98232e-9
1457314170,23548171.209755696,26002402.058916632,2454.231,3.93006e14,1.4035,3.17304e6,-1.59781e6,4.00816e-9
1457314200,23548107.200860213,26019682.35994161,2471.575,3.99011e14,0.1029,3.21756e6,-1.60803e6,4.03381e-9
1457314230,23548145.615486648,26036988.253331684,2488.843,3.97632e14,0.2428,3.23228e6,-1.61817e6,4.05929e-9
1457314260,23548286.45236894,26054319.336218163,2506.033,3.96224e14,0.5961,3.24666e6,-1.62825e6,4.08458e-9
1457314290,23548529.706100754,26071675.206661735,2523.146,3.91793e14,1.7078,3.24840e6,-1.63825e6,4.10969e-9
1457314320,23548875.367125243,26089055.46368706,2540.180,3.96321e14,0.5718,3.28681e6,-1.64817e6,4.13462e-9
1457314350,23549323.42173608,26106459.707292378,2557.136,3.97373e14,0.3079,3.31085e6,-1.65803e6,4.15937e-9
