#Iteration	Date	Time	STSX	STSY	RotationRateX	RotationRateY	FrCntX	FrCntY	TiptiltCmd1	TiptiltCmd2	TiptiltMonitor1	TiptiltMonitor2
1	02/09/2022	17:18:18.681	0.00000E+0	0.00000E+0	1.40000E+2	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00032E+1	1.40012E+1
2	02/09/2022	17:18:20.064	0.00000E+0	0.00000E+0	1.40000E+2	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99998E+1	1.40004E+1
3	02/09/2022	17:18:21.476	0.00000E+0	0.00000E+0	1.40000E+2	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00007E+1	1.39997E+1
4	02/09/2022	17:18:23.014	0.00000E+0	0.00000E+0	1.40000E+2	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99997E+1	1.40004E+1
5	02/09/2022	17:18:24.394	0.00000E+0	0.00000E+0	1.40000E+2	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00004E+1	1.39978E+1
6	02/09/2022	17:18:25.980	0.00000E+0	0.00000E+0	1.40000E+2	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99991E+1	1.39996E+1
7	02/09/2022	17:18:27.361	0.00000E+0	0.00000E+0	1.40000E+2	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99987E+1	1.40002E+1
8	02/09/2022	17:18:28.755	0.00000E+0	0.00000E+0	1.40000E+2	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99981E+1	1.40005E+1
9	02/09/2022	17:18:30.256	0.00000E+0	0.00000E+0	1.40000E+2	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00002E+1	1.39983E+1
10	02/09/2022	17:18:31.649	0.00000E+0	0.00000E+0	1.40000E+2	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00009E+1	1.40016E+1
11	02/09/2022	17:18:33.156	0.00000E+0	0.00000E+0	1.40000E+2	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99989E+1	1.39979E+1
12	02/09/2022	17:18:34.605	0.00000E+0	0.00000E+0	1.40000E+2	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99992E+1	1.39990E+1
