#Iteration	Date	Time	RTPhase	NFringe	AccelAxis	AccelMean	AccelTemp
1	11/05/2023	14:17:21.469	5.86709302E+0	-8.73000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
2	11/05/2023	14:17:22.978	4.02516559E+0	-8.72000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
3	11/05/2023	14:17:24.446	1.68891285E+0	-8.72000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
4	11/05/2023	14:17:25.875	3.85182576E+0	-8.72000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
5	11/05/2023	14:17:27.298	4.29092776E+0	-8.72000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
6	11/05/2023	14:17:28.753	2.22005370E+0	-8.72000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
7	11/05/2023	14:17:30.168	3.64320437E+0	-8.72000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
8	11/05/2023	14:17:31.600	4.45391322E+0	-8.58000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
9	11/05/2023	14:17:33.009	2.53030131E+0	-8.43000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
10	11/05/2023	14:17:34.469	5.38312208E+0	-8.27000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
11	11/05/2023	14:17:35.901	1.44385942E+0	-8.15000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
12	11/05/2023	14:17:37.306	3.01964118E+0	-8.31000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
13	11/05/2023	14:17:38.731	2.12916533E+0	-8.47000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
14	11/05/2023	14:17:40.154	4.45813166E+0	-8.65000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
15	11/05/2023	14:17:41.564	1.58536914E+0	-8.87000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
16	11/05/2023	14:17:42.958	5.19137448E+0	-9.02000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
17	11/05/2023	14:17:44.392	4.56435983E+0	-9.08000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
18	11/05/2023	14:17:45.855	6.25020472E+0	-9.01000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
19	11/05/2023	14:17:47.283	3.31378200E+0	-8.44000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
20	11/05/2023	14:17:48.726	5.76853475E+0	-7.88000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
21	11/05/2023	14:17:50.147	4.31623844E+0	-8.74000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
22	11/05/2023	14:17:51.562	2.87314602E+0	-9.07000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
23	11/05/2023	14:17:53.040	2.27489351E+0	-9.03000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
24	11/05/2023	14:17:54.478	6.26554453E+0	-8.67000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
25	11/05/2023	14:17:55.892	3.25970917E-1	-7.79000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
26	11/05/2023	14:17:57.311	2.69136929E+0	-8.22000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
27	11/05/2023	14:17:58.740	5.06903951E+0	-8.98000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
28	11/05/2023	14:18:00.171	6.13285519E+0	-9.02000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
29	11/05/2023	14:18:01.592	4.42860253E+0	-8.80000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
30	11/05/2023	14:18:03.044	2.82214115E+0	-7.84000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
31	11/05/2023	14:18:04.498	4.50760255E+0	-8.36000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
32	11/05/2023	14:18:05.937	2.84093242E+0	-8.98000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
33	11/05/2023	14:18:07.335	7.65456413E-1	-9.08000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
34	11/05/2023	14:18:08.753	2.29790322E+0	-8.83000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
35	11/05/2023	14:18:10.239	3.04495186E+0	-8.11000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
36	11/05/2023	14:18:11.764	1.02393218E+0	-8.82000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
37	11/05/2023	14:18:13.161	4.59427246E-1	-9.05000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
38	11/05/2023	14:18:14.604	2.14757310E+0	-8.94000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
39	11/05/2023	14:18:16.056	1.27090308E+0	-8.13000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
40	11/05/2023	14:18:17.495	4.23953940E+0	-8.11000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
41	11/05/2023	14:18:18.904	3.14772858E+0	-8.98000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
42	11/05/2023	14:18:20.308	2.41678673E+0	-9.07000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
43	11/05/2023	14:18:21.757	3.89439373E+0	-8.96000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
44	11/05/2023	14:18:23.205	4.75534044E+0	-8.14000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
45	11/05/2023	14:18:24.617	2.08889834E+0	-7.98000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
46	11/05/2023	14:18:26.039	2.16981582E+0	-8.82000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
47	11/05/2023	14:18:27.491	1.19727200E+0	-9.07000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
48	11/05/2023	14:18:28.927	3.27734995E+0	-8.97000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
49	11/05/2023	14:18:30.340	1.61950022E+0	-8.33000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
50	11/05/2023	14:18:31.778	6.25288919E+0	-7.85000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
51	11/05/2023	14:18:33.184	5.30949100E+0	-8.56000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
52	11/05/2023	14:18:34.605	5.63201046E+0	-9.06000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
53	11/05/2023	14:18:36.027	2.63307802E+0	-9.05000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
54	11/05/2023	14:18:37.452	5.43182597E+0	-8.69000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
55	11/05/2023	14:18:38.922	4.24337435E+0	-7.91000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
56	11/05/2023	14:18:40.344	2.74659260E+0	-8.22000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
57	11/05/2023	14:18:41.770	4.85850065E+0	-8.98000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
58	11/05/2023	14:18:43.190	1.83272355E+0	-9.06000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
59	11/05/2023	14:18:44.617	4.16399085E+0	-8.77000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
60	11/05/2023	14:18:46.022	5.62970949E+0	-8.05000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
61	11/05/2023	14:18:47.515	5.09051524E+0	-8.18000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
62	11/05/2023	14:18:48.949	4.52447633E+0	-8.92000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
63	11/05/2023	14:18:50.358	3.40121890E+0	-9.06000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
64	11/05/2023	14:18:51.799	6.08760276E+0	-8.94000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
65	11/05/2023	14:18:53.284	3.98911704E+0	-8.06000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
66	11/05/2023	14:18:54.701	5.39884538E+0	-8.14000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
67	11/05/2023	14:18:56.122	3.17150528E+0	-8.92000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
68	11/05/2023	14:18:57.537	2.00567988E-1	-9.05000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
69	11/05/2023	14:18:58.970	7.80796221E-1	-8.88000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
70	11/05/2023	14:19:00.431	2.34699061E+0	-8.14000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
71	11/05/2023	14:19:01.855	3.16575285E+0	-7.86000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
72	11/05/2023	14:19:03.246	1.49946622E-1	-8.78000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
73	11/05/2023	14:19:04.642	3.65317525E+0	-9.06000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
74	11/05/2023	14:19:06.098	3.82996653E+0	-8.97000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
75	11/05/2023	14:19:07.509	4.72619481E+0	-8.31000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
76	11/05/2023	14:19:08.920	1.09756325E+0	-7.73000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
77	11/05/2023	14:19:10.346	6.49640864E-1	-8.67000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
78	11/05/2023	14:19:11.798	6.07418042E+0	-9.04000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
79	11/05/2023	14:19:13.216	2.46318965E+0	-9.01000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
80	11/05/2023	14:19:14.657	5.15187448E+0	-8.57000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
81	11/05/2023	14:19:16.076	1.13629627E+0	-7.84000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
82	11/05/2023	14:19:17.513	5.41571917E+0	-8.06000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
83	11/05/2023	14:19:18.945	4.37337923E+0	-8.90000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
84	11/05/2023	14:19:20.354	1.94508764E+0	-9.02000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
85	11/05/2023	14:19:21.765	1.22258269E+0	-9.08000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
86	11/05/2023	14:19:23.200	5.29798615E+0	-8.89000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
87	11/05/2023	14:19:24.611	5.45943762E+0	-8.74000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
88	11/05/2023	14:19:26.023	1.40512640E+0	-8.55000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
89	11/05/2023	14:19:27.437	2.37460226E+0	-8.23000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
90	11/05/2023	14:19:28.863	2.12648087E+0	-7.92000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
91	11/05/2023	14:19:30.289	1.06189820E+0	-7.84000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
92	11/05/2023	14:19:31.718	4.87805891E-1	-8.17000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
93	11/05/2023	14:19:33.142	3.25127228E+0	-8.56000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
94	11/05/2023	14:19:34.611	1.94432065E+0	-8.85000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
95	11/05/2023	14:19:36.043	4.04510734E+0	-8.99000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
96	11/05/2023	14:19:37.467	1.15853899E+0	-9.03000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
97	11/05/2023	14:19:38.873	5.29913663E+0	-9.07000000E+2	2.00000000E+0	-9.43930799E+0	7.18222600E+6
