#Iteration	Date	Time	Chirp	Phase	RamanAxis	RatioMean	RatioStdDev
1	20/03/2023	18:49:43.497	0.00000000E+0	-6.28318531E+0	4.00000000E+0	3.69386283E-1	0.00000000E+0
3	20/03/2023	18:49:46.533	0.00000000E+0	-6.17849112E+0	4.00000000E+0	6.39995573E-1	0.00000000E+0
5	20/03/2023	18:49:49.447	0.00000000E+0	-6.07379693E+0	4.00000000E+0	6.44907902E-1	0.00000000E+0
7	20/03/2023	18:49:52.397	0.00000000E+0	-5.96910274E+0	4.00000000E+0	6.31780034E-1	0.00000000E+0
9	20/03/2023	18:49:55.320	0.00000000E+0	-5.86440855E+0	4.00000000E+0	6.32646612E-1	0.00000000E+0
11	20/03/2023	18:49:58.307	0.00000000E+0	-5.75971436E+0	4.00000000E+0	6.52788868E-1	0.00000000E+0
13	20/03/2023	18:50:01.255	0.00000000E+0	-5.65502017E+0	4.00000000E+0	3.60639627E-1	0.00000000E+0
15	20/03/2023	18:50:04.172	0.00000000E+0	-5.55032599E+0	4.00000000E+0	3.86807945E-1	0.00000000E+0
17	20/03/2023	18:50:07.154	0.00000000E+0	-5.44524830E+0	4.00000000E+0	3.74486777E-1	0.00000000E+0
19	20/03/2023	18:50:10.193	0.00000000E+0	-5.34055411E+0	4.00000000E+0	5.53565314E-1	0.00000000E+0
21	20/03/2023	18:50:13.189	0.00000000E+0	-5.23585992E+0	4.00000000E+0	6.05568126E-1	0.00000000E+0
23	20/03/2023	18:50:16.126	0.00000000E+0	-5.13116574E+0	4.00000000E+0	6.72764223E-1	0.00000000E+0
25	20/03/2023	18:50:19.098	0.00000000E+0	-5.02647155E+0	4.00000000E+0	3.95971295E-1	0.00000000E+0
27	20/03/2023	18:50:22.047	0.00000000E+0	-4.92177736E+0	4.00000000E+0	6.43175889E-1	0.00000000E+0
29	20/03/2023	18:50:25.026	0.00000000E+0	-4.81708317E+0	4.00000000E+0	4.96469135E-1	0.00000000E+0
31	20/03/2023	18:50:27.938	0.00000000E+0	-4.71238898E+0	4.00000000E+0	5.13539136E-1	0.00000000E+0
33	20/03/2023	18:50:30.892	0.00000000E+0	-4.60769479E+0	4.00000000E+0	4.77166298E-1	0.00000000E+0
35	20/03/2023	18:50:33.883	0.00000000E+0	-4.50300060E+0	4.00000000E+0	4.36326452E-1	0.00000000E+0
37	20/03/2023	18:50:36.906	0.00000000E+0	-4.39830641E+0	4.00000000E+0	3.04010573E-1	0.00000000E+0
39	20/03/2023	18:50:39.917	0.00000000E+0	-4.29361223E+0	4.00000000E+0	6.07380152E-1	0.00000000E+0
41	20/03/2023	18:50:42.941	0.00000000E+0	-4.18891804E+0	4.00000000E+0	5.00678285E-1	0.00000000E+0
43	20/03/2023	18:50:45.922	0.00000000E+0	-4.08422385E+0	4.00000000E+0	5.67817331E-1	0.00000000E+0
45	20/03/2023	18:50:48.895	0.00000000E+0	-3.97952966E+0	4.00000000E+0	4.94178600E-1	0.00000000E+0
47	20/03/2023	18:50:51.918	0.00000000E+0	-3.87445198E+0	4.00000000E+0	4.23440440E-1	0.00000000E+0
49	20/03/2023	18:50:54.970	0.00000000E+0	-3.76975779E+0	4.00000000E+0	5.15688096E-1	0.00000000E+0
51	20/03/2023	18:50:58.004	0.00000000E+0	-3.66506360E+0	4.00000000E+0	3.21191208E-1	0.00000000E+0
53	20/03/2023	18:51:00.995	0.00000000E+0	-3.56036941E+0	4.00000000E+0	3.28772925E-1	0.00000000E+0
55	20/03/2023	18:51:03.952	0.00000000E+0	-3.45567522E+0	4.00000000E+0	3.20303888E-1	0.00000000E+0
57	20/03/2023	18:51:06.903	0.00000000E+0	-3.35098103E+0	4.00000000E+0	3.62585897E-1	0.00000000E+0
59	20/03/2023	18:51:09.977	0.00000000E+0	-3.24628684E+0	4.00000000E+0	4.00021799E-1	0.00000000E+0
61	20/03/2023	18:51:13.001	0.00000000E+0	-3.14159265E+0	4.00000000E+0	3.10485831E-1	0.00000000E+0
63	20/03/2023	18:51:15.961	0.00000000E+0	-3.03689846E+0	4.00000000E+0	5.63539970E-1	0.00000000E+0
65	20/03/2023	18:51:18.929	0.00000000E+0	-2.93220428E+0	4.00000000E+0	6.14661556E-1	0.00000000E+0
67	20/03/2023	18:51:21.892	0.00000000E+0	-2.82751009E+0	4.00000000E+0	5.92374394E-1	0.00000000E+0
69	20/03/2023	18:51:24.887	0.00000000E+0	-2.72281590E+0	4.00000000E+0	5.18737122E-1	0.00000000E+0
71	20/03/2023	18:51:27.859	0.00000000E+0	-2.61812171E+0	4.00000000E+0	6.35500557E-1	0.00000000E+0
73	20/03/2023	18:51:30.855	0.00000000E+0	-2.51342752E+0	4.00000000E+0	3.72081983E-1	0.00000000E+0
75	20/03/2023	18:51:33.840	0.00000000E+0	-2.40873333E+0	4.00000000E+0	5.26538435E-1	0.00000000E+0
77	20/03/2023	18:51:36.858	0.00000000E+0	-2.30365565E+0	4.00000000E+0	4.58856989E-1	0.00000000E+0
79	20/03/2023	18:51:39.832	0.00000000E+0	-2.19896146E+0	4.00000000E+0	3.74625612E-1	0.00000000E+0
81	20/03/2023	18:51:42.833	0.00000000E+0	-2.09426727E+0	4.00000000E+0	5.85811980E-1	0.00000000E+0
83	20/03/2023	18:51:45.837	0.00000000E+0	-1.98957308E+0	4.00000000E+0	4.34092122E-1	0.00000000E+0
85	20/03/2023	18:51:48.812	0.00000000E+0	-1.88487889E+0	4.00000000E+0	6.09132102E-1	0.00000000E+0
87	20/03/2023	18:51:51.833	0.00000000E+0	-1.78018470E+0	4.00000000E+0	3.15839493E-1	0.00000000E+0
89	20/03/2023	18:51:54.828	0.00000000E+0	-1.67549052E+0	4.00000000E+0	5.64245650E-1	0.00000000E+0
91	20/03/2023	18:51:57.887	0.00000000E+0	-1.57079633E+0	4.00000000E+0	3.31594742E-1	0.00000000E+0
93	20/03/2023	18:52:00.833	0.00000000E+0	-1.46610214E+0	4.00000000E+0	5.79274526E-1	0.00000000E+0
95	20/03/2023	18:52:03.853	0.00000000E+0	-1.36140795E+0	4.00000000E+0	4.76292077E-1	0.00000000E+0
97	20/03/2023	18:52:06.843	0.00000000E+0	-1.25671376E+0	4.00000000E+0	4.59457361E-1	0.00000000E+0
99	20/03/2023	18:52:09.776	0.00000000E+0	-1.15201957E+0	4.00000000E+0	3.44602832E-1	0.00000000E+0
101	20/03/2023	18:52:12.784	0.00000000E+0	-1.04732538E+0	4.00000000E+0	6.30911321E-1	0.00000000E+0
