#Iteration	Date	Time	Chirp	Phase	RamanAxis	RTPhase	NFringe	Ratio
1	20/03/2023	18:49:43.497	0.00000000E+0	-6.28318531E+0	4.00000000E+0	3.61444223E+0	2.46500000E+3	3.69386283E-1
3	20/03/2023	18:49:46.533	0.00000000E+0	-6.17849112E+0	4.00000000E+0	5.62012211E+0	2.51200000E+3	6.39995573E-1
5	20/03/2023	18:49:49.447	0.00000000E+0	-6.07379693E+0	4.00000000E+0	3.45184027E+0	2.47900000E+3	6.44907902E-1
7	20/03/2023	18:49:52.397	0.00000000E+0	-5.96910274E+0	4.00000000E+0	5.49932112E-1	2.50100000E+3	6.31780034E-1
9	20/03/2023	18:49:55.320	0.00000000E+0	-5.86440855E+0	4.00000000E+0	6.01780663E+0	2.51300000E+3	6.32646612E-1
11	20/03/2023	18:49:58.307	0.00000000E+0	-5.75971436E+0	4.00000000E+0	2.86854407E-1	2.50000000E+3	6.52788868E-1
13	20/03/2023	18:50:01.255	0.00000000E+0	-5.65502017E+0	4.00000000E+0	3.48635484E+0	2.49300000E+3	3.60639627E-1
15	20/03/2023	18:50:04.172	0.00000000E+0	-5.55032599E+0	4.00000000E+0	5.59864638E+0	2.50400000E+3	3.86807945E-1
17	20/03/2023	18:50:07.154	0.00000000E+0	-5.44524830E+0	4.00000000E+0	6.22029209E+0	2.47100000E+3	3.74486777E-1
19	20/03/2023	18:50:10.193	0.00000000E+0	-5.34055411E+0	4.00000000E+0	4.47385497E+0	2.50700000E+3	5.53565314E-1
21	20/03/2023	18:50:13.189	0.00000000E+0	-5.23585992E+0	4.00000000E+0	2.12839834E+0	2.48300000E+3	6.05568126E-1
23	20/03/2023	18:50:16.126	0.00000000E+0	-5.13116574E+0	4.00000000E+0	4.38104913E+0	2.50300000E+3	6.72764223E-1
25	20/03/2023	18:50:19.098	0.00000000E+0	-5.02647155E+0	4.00000000E+0	6.80320479E-1	2.48000000E+3	3.95971295E-1
27	20/03/2023	18:50:22.047	0.00000000E+0	-4.92177736E+0	4.00000000E+0	4.08000540E+0	2.50900000E+3	6.43175889E-1
29	20/03/2023	18:50:25.026	0.00000000E+0	-4.81708317E+0	4.00000000E+0	4.90912202E+0	2.48200000E+3	4.96469135E-1
31	20/03/2023	18:50:27.938	0.00000000E+0	-4.71238898E+0	4.00000000E+0	5.57985512E+0	2.50900000E+3	5.13539136E-1
33	20/03/2023	18:50:30.892	0.00000000E+0	-4.60769479E+0	4.00000000E+0	4.53674818E-1	2.48500000E+3	4.77166298E-1
35	20/03/2023	18:50:33.883	0.00000000E+0	-4.50300060E+0	4.00000000E+0	4.72427733E+0	2.49000000E+3	4.36326452E-1
37	20/03/2023	18:50:36.906	0.00000000E+0	-4.39830641E+0	4.00000000E+0	2.53490325E-1	2.51500000E+3	3.04010573E-1
39	20/03/2023	18:50:39.917	0.00000000E+0	-4.29361223E+0	4.00000000E+0	4.48689380E-1	2.50300000E+3	6.07380152E-1
41	20/03/2023	18:50:42.941	0.00000000E+0	-4.18891804E+0	4.00000000E+0	5.42223859E+0	2.49700000E+3	5.00678285E-1
43	20/03/2023	18:50:45.922	0.00000000E+0	-4.08422385E+0	4.00000000E+0	5.83526292E+0	2.52100000E+3	5.67817331E-1
45	20/03/2023	18:50:48.895	0.00000000E+0	-3.97952966E+0	4.00000000E+0	2.14335466E+0	2.47700000E+3	4.94178600E-1
47	20/03/2023	18:50:51.918	0.00000000E+0	-3.87445198E+0	4.00000000E+0	3.99486947E+0	2.47800000E+3	4.23440440E-1
49	20/03/2023	18:50:54.970	0.00000000E+0	-3.76975779E+0	4.00000000E+0	1.22450016E+0	2.48700000E+3	5.15688096E-1
51	20/03/2023	18:50:58.004	0.00000000E+0	-3.66506360E+0	4.00000000E+0	5.01688417E+0	2.49500000E+3	3.21191208E-1
53	20/03/2023	18:51:00.995	0.00000000E+0	-3.56036941E+0	4.00000000E+0	1.11597102E+0	2.50700000E+3	3.28772925E-1
55	20/03/2023	18:51:03.952	0.00000000E+0	-3.45567522E+0	4.00000000E+0	2.75694697E+0	2.49000000E+3	3.20303888E-1
57	20/03/2023	18:51:06.903	0.00000000E+0	-3.35098103E+0	4.00000000E+0	2.16444689E+0	2.51500000E+3	3.62585897E-1
59	20/03/2023	18:51:09.977	0.00000000E+0	-3.24628684E+0	4.00000000E+0	2.83633048E+0	2.46600000E+3	4.00021799E-1
61	20/03/2023	18:51:13.001	0.00000000E+0	-3.14159265E+0	4.00000000E+0	1.36716038E+0	2.50900000E+3	3.10485831E-1
63	20/03/2023	18:51:15.961	0.00000000E+0	-3.03689846E+0	4.00000000E+0	4.93865115E+0	2.47400000E+3	5.63539970E-1
65	20/03/2023	18:51:18.929	0.00000000E+0	-2.93220428E+0	4.00000000E+0	2.47277703E+0	2.51100000E+3	6.14661556E-1
67	20/03/2023	18:51:21.892	0.00000000E+0	-2.82751009E+0	4.00000000E+0	2.21200030E+0	2.49100000E+3	5.92374394E-1
69	20/03/2023	18:51:24.887	0.00000000E+0	-2.72281590E+0	4.00000000E+0	3.52278688E+0	2.49100000E+3	5.18737122E-1
71	20/03/2023	18:51:27.859	0.00000000E+0	-2.61812171E+0	4.00000000E+0	3.19413150E+0	2.48800000E+3	6.35500557E-1
73	20/03/2023	18:51:30.855	0.00000000E+0	-2.51342752E+0	4.00000000E+0	6.62296205E-1	2.51500000E+3	3.72081983E-1
75	20/03/2023	18:51:33.840	0.00000000E+0	-2.40873333E+0	4.00000000E+0	1.21529628E+0	2.51000000E+3	5.26538435E-1
77	20/03/2023	18:51:36.858	0.00000000E+0	-2.30365565E+0	4.00000000E+0	6.07878237E+0	2.48200000E+3	4.58856989E-1
79	20/03/2023	18:51:39.832	0.00000000E+0	-2.19896146E+0	4.00000000E+0	3.65547622E+0	2.51000000E+3	3.74625612E-1
81	20/03/2023	18:51:42.833	0.00000000E+0	-2.09426727E+0	4.00000000E+0	3.06642759E+0	2.46800000E+3	5.85811980E-1
83	20/03/2023	18:51:45.837	0.00000000E+0	-1.98957308E+0	4.00000000E+0	5.43681141E+0	2.50500000E+3	4.34092122E-1
85	20/03/2023	18:51:48.812	0.00000000E+0	-1.88487889E+0	4.00000000E+0	1.53129632E+0	2.48000000E+3	6.09132102E-1
87	20/03/2023	18:51:51.833	0.00000000E+0	-1.78018470E+0	4.00000000E+0	5.61398619E+0	2.51500000E+3	3.15839493E-1
89	20/03/2023	18:51:54.828	0.00000000E+0	-1.67549052E+0	4.00000000E+0	5.20556380E+0	2.49400000E+3	5.64245650E-1
91	20/03/2023	18:51:57.887	0.00000000E+0	-1.57079633E+0	4.00000000E+0	4.30626757E+0	2.51000000E+3	3.31594742E-1
93	20/03/2023	18:52:00.833	0.00000000E+0	-1.46610214E+0	4.00000000E+0	3.52201989E+0	2.48000000E+3	5.79274526E-1
95	20/03/2023	18:52:03.853	0.00000000E+0	-1.36140795E+0	4.00000000E+0	5.08092786E+0	2.52000000E+3	4.76292077E-1
97	20/03/2023	18:52:06.843	0.00000000E+0	-1.25671376E+0	4.00000000E+0	1.21261181E+0	2.48000000E+3	4.59457361E-1
99	20/03/2023	18:52:09.776	0.00000000E+0	-1.15201957E+0	4.00000000E+0	5.08246185E+0	2.51800000E+3	3.44602832E-1
101	20/03/2023	18:52:12.784	0.00000000E+0	-1.04732538E+0	4.00000000E+0	4.47040351E+0	2.49700000E+3	6.30911321E-1
103	20/03/2023	18:52:15.771	0.00000000E+0	-9.42631194E-1	4.00000000E+0	1.55890798E+0	2.49800000E+3	6.32670661E-1
105	20/03/2023	18:52:18.782	0.00000000E+0	-8.37937005E-1	4.00000000E+0	1.54855361E+0	2.48500000E+3	5.66327426E-1
107	20/03/2023	18:52:21.763	0.00000000E+0	-7.32859321E-1	4.00000000E+0	5.86479205E+0	2.50400000E+3	6.39250681E-1
109	20/03/2023	18:52:24.772	0.00000000E+0	-6.28165133E-1	4.00000000E+0	3.65432573E+0	2.50500000E+3	5.66789395E-1
111	20/03/2023	18:52:27.763	0.00000000E+0	-5.23470944E-1	4.00000000E+0	2.18668961E+0	2.49300000E+3	5.65957490E-1
113	20/03/2023	18:52:30.786	0.00000000E+0	-4.18776755E-1	4.00000000E+0	3.44186939E+0	2.47300000E+3	6.51711907E-1
