#Iteration	Date	Time	Chirp	Phase	RamanAxis	RTPhase	NFringe	Ratio
1	17/03/2023	15:57:36.308	0.00000000E+0	-6.28318531E+0	4.00000000E+0	2.29751973E+0	2.51800000E+3	3.99024369E-1
3	17/03/2023	15:57:39.314	0.00000000E+0	-6.17849112E+0	4.00000000E+0	4.07271899E+0	2.51000000E+3	6.00417177E-1
5	17/03/2023	15:57:42.288	0.00000000E+0	-6.07379693E+0	4.00000000E+0	4.69704917E+0	2.48500000E+3	3.96972985E-1
7	17/03/2023	15:57:45.230	0.00000000E+0	-5.96910274E+0	4.00000000E+0	8.61330212E-1	2.51700000E+3	6.48945294E-1
9	17/03/2023	15:57:48.177	0.00000000E+0	-5.86440855E+0	4.00000000E+0	1.36409242E+0	2.48000000E+3	4.48047933E-1
11	17/03/2023	15:57:51.127	0.00000000E+0	-5.75971436E+0	4.00000000E+0	3.99141801E+0	2.49500000E+3	6.61640716E-1
13	17/03/2023	15:57:54.100	0.00000000E+0	-5.65502017E+0	4.00000000E+0	3.89285974E+0	2.52400000E+3	5.39678571E-1
15	17/03/2023	15:57:57.044	0.00000000E+0	-5.55032599E+0	4.00000000E+0	4.58967052E+0	2.48000000E+3	3.52704044E-1
17	17/03/2023	15:58:00.023	0.00000000E+0	-5.44524830E+0	4.00000000E+0	5.40191334E+0	2.52200000E+3	5.86241390E-1
19	17/03/2023	15:58:03.005	0.00000000E+0	-5.34055411E+0	4.00000000E+0	5.64274833E+0	2.49900000E+3	3.06799992E-1
21	17/03/2023	15:58:05.996	0.00000000E+0	-5.23585992E+0	4.00000000E+0	3.34906356E+0	2.49700000E+3	6.32012371E-1
23	17/03/2023	15:58:08.993	0.00000000E+0	-5.13116574E+0	4.00000000E+0	5.87054448E+0	2.51600000E+3	5.01652260E-1
25	17/03/2023	15:58:11.963	0.00000000E+0	-5.02647155E+0	4.00000000E+0	4.82015113E+0	2.50200000E+3	5.52597478E-1
27	17/03/2023	15:58:14.989	0.00000000E+0	-4.92177736E+0	4.00000000E+0	4.76109287E+0	2.49100000E+3	3.67019856E-1
29	17/03/2023	15:58:17.982	0.00000000E+0	-4.81708317E+0	4.00000000E+0	1.16889336E+0	2.51900000E+3	5.00765653E-1
31	17/03/2023	15:58:20.953	0.00000000E+0	-4.71238898E+0	4.00000000E+0	1.19228657E+0	2.48400000E+3	4.79489122E-1
33	17/03/2023	15:58:23.972	0.00000000E+0	-4.60769479E+0	4.00000000E+0	2.46434014E+0	2.51300000E+3	3.91600267E-1
35	17/03/2023	15:58:26.943	0.00000000E+0	-4.50300060E+0	4.00000000E+0	1.11136908E+0	2.48900000E+3	6.01983541E-1
37	17/03/2023	15:58:29.887	0.00000000E+0	-4.39830641E+0	4.00000000E+0	6.16276782E+0	2.51000000E+3	6.51763504E-1
39	17/03/2023	15:58:32.905	0.00000000E+0	-4.29361223E+0	4.00000000E+0	1.27051959E+0	2.47900000E+3	5.94106688E-1
41	17/03/2023	15:58:35.867	0.00000000E+0	-4.18891804E+0	4.00000000E+0	1.35373805E+0	2.51000000E+3	5.88189942E-1
