#Iteration	Date	Time	STSX	STSY	RotationRateX	RotationRateY	FrCntX	FrCntY	TiptiltCmd1	TiptiltCmd2	TiptiltMonitor1	TiptiltMonitor2
1	02/09/2022	16:42:14.893	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00024E+1	1.39962E+1
2	02/09/2022	16:42:16.401	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99998E+1	1.40016E+1
3	02/09/2022	16:42:17.779	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99981E+1	1.40004E+1
4	02/09/2022	16:42:19.353	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00009E+1	1.40015E+1
5	02/09/2022	16:42:20.761	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99988E+1	1.40003E+1
6	02/09/2022	16:42:22.136	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99980E+1	1.40019E+1
7	02/09/2022	16:42:23.612	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00014E+1	1.39988E+1
8	02/09/2022	16:42:24.994	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99995E+1	1.39975E+1
9	02/09/2022	16:42:26.433	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00016E+1	1.39986E+1
10	02/09/2022	16:42:27.958	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99985E+1	1.39979E+1
11	02/09/2022	16:42:29.341	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99998E+1	1.40007E+1
12	02/09/2022	16:42:30.839	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00020E+1	1.39999E+1
13	02/09/2022	16:42:32.233	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99973E+1	1.40009E+1
14	02/09/2022	16:42:33.626	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99997E+1	1.40000E+1
15	02/09/2022	16:42:35.098	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00013E+1	1.39990E+1
16	02/09/2022	16:42:36.481	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00008E+1	1.40003E+1
17	02/09/2022	16:42:37.997	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00002E+1	1.40004E+1
18	02/09/2022	16:42:39.400	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99993E+1	1.39999E+1
19	02/09/2022	16:42:40.796	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00008E+1	1.39979E+1
20	02/09/2022	16:42:42.269	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00021E+1	1.40019E+1
21	02/09/2022	16:42:43.662	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00001E+1	1.40011E+1
22	02/09/2022	16:42:45.116	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00021E+1	1.40014E+1
23	02/09/2022	16:42:46.621	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99988E+1	1.40015E+1
24	02/09/2022	16:42:48.002	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00018E+1	1.40006E+1
25	02/09/2022	16:42:49.542	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99999E+1	1.39980E+1
26	02/09/2022	16:42:50.927	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00007E+1	1.39992E+1
27	02/09/2022	16:42:52.316	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99979E+1	1.39982E+1
28	02/09/2022	16:42:53.912	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00027E+1	1.39999E+1
29	02/09/2022	16:42:55.306	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00011E+1	1.40007E+1
30	02/09/2022	16:42:56.734	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00008E+1	1.39991E+1
31	02/09/2022	16:42:58.155	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00019E+1	1.40018E+1
32	02/09/2022	16:42:59.573	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00009E+1	1.39987E+1
33	02/09/2022	16:43:01.058	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00006E+1	1.39992E+1
34	02/09/2022	16:43:02.471	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99994E+1	1.40004E+1
35	02/09/2022	16:43:03.898	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00014E+1	1.39987E+1
36	02/09/2022	16:43:05.405	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00012E+1	1.39989E+1
37	02/09/2022	16:43:06.803	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00005E+1	1.40024E+1
38	02/09/2022	16:43:08.247	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99963E+1	1.40003E+1
39	02/09/2022	16:43:09.715	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	2.00000E+1	1.40000E+1
40	02/09/2022	16:43:11.155	0.00000E+0	0.00000E+0	8.00000E+1	0.00000E+0	0.00000E+0	0.00000E+0	2.00000E+1	1.40000E+1	1.99991E+1	1.40013E+1
