#Iteration	Date	Time	RTPhase	NFringe	AccelAxis	AccelMean	AccelTemp
1	02/09/2022	14:51:15.516	2.93680622E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
2	02/09/2022	14:51:16.907	4.92331134E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
3	02/09/2022	14:51:18.423	3.20410237E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
4	02/09/2022	14:51:19.836	3.90781606E-1	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
5	02/09/2022	14:51:21.358	1.55584001E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
6	02/09/2022	14:51:22.794	5.15149098E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
7	02/09/2022	14:51:24.167	2.70095667E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
8	02/09/2022	14:51:25.654	2.61927220E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
9	02/09/2022	14:51:27.054	4.05239375E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
10	02/09/2022	14:51:28.510	6.32767075E-1	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
11	02/09/2022	14:51:29.992	6.07341343E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
12	02/09/2022	14:51:31.360	5.18600555E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
13	02/09/2022	14:51:32.895	4.01864617E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
14	02/09/2022	14:51:34.284	2.61773821E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
15	02/09/2022	14:51:35.687	4.14328211E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
16	02/09/2022	14:51:37.166	2.69060230E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
17	02/09/2022	14:51:38.536	5.86709302E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
18	02/09/2022	14:51:39.968	2.73815571E-1	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
19	02/09/2022	14:51:41.464	3.57187426E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
20	02/09/2022	14:51:42.859	4.80634530E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
21	02/09/2022	14:51:44.365	1.16774287E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
22	02/09/2022	14:51:45.796	6.04503479E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
23	02/09/2022	14:51:47.232	5.90352506E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
24	02/09/2022	14:51:48.725	9.57204012E-1	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
25	02/09/2022	14:51:50.123	3.23593247E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
26	02/09/2022	14:51:51.578	4.96472882E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
27	02/09/2022	14:51:53.079	2.82405863E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
28	02/09/2022	14:51:54.476	1.32497591E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
29	02/09/2022	14:51:55.981	3.83686945E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
30	02/09/2022	14:51:57.371	1.25939823E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
31	02/09/2022	14:51:58.839	5.34822402E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
32	02/09/2022	14:52:00.351	8.39854481E-2	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
33	02/09/2022	14:52:01.739	3.17534023E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
34	02/09/2022	14:52:03.196	3.62249563E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
35	02/09/2022	14:52:04.596	3.08406837E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
36	02/09/2022	14:52:05.995	4.91065600E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
37	02/09/2022	14:52:07.550	1.35258756E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
38	02/09/2022	14:52:08.936	1.68776236E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
39	02/09/2022	14:52:10.386	2.91456350E-1	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
40	02/09/2022	14:52:11.829	4.65908315E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
41	02/09/2022	14:52:13.194	3.93235975E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
42	02/09/2022	14:52:14.703	5.62203959E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
43	02/09/2022	14:52:16.082	2.17710223E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
44	02/09/2022	14:52:17.478	1.52209244E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
45	02/09/2022	14:52:19.015	5.24506381E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
46	02/09/2022	14:52:20.408	5.47707840E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
47	02/09/2022	14:52:21.912	4.30089863E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
48	02/09/2022	14:52:23.304	8.72835068E-1	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
49	02/09/2022	14:52:24.685	3.65777719E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
50	02/09/2022	14:52:26.212	3.53390824E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
51	02/09/2022	14:52:27.605	2.14412165E+0	-1.23500000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
52	02/09/2022	14:52:29.031	2.01795173E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
53	02/09/2022	14:52:30.547	3.79736944E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
54	02/09/2022	14:52:31.955	2.80296639E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
55	02/09/2022	14:52:33.453	3.95651995E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
56	02/09/2022	14:52:34.843	3.68500535E+0	-1.23400000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
57	02/09/2022	14:52:36.243	3.05875769E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
58	02/09/2022	14:52:37.704	4.11298599E+0	-1.23300000E+3	2.00000000E+0	-9.80583787E+0	7.16125300E+6
