#Iteration	Date	Time	RTPhase	NFringe	AccelAxis	AccelMean	AccelTemp
1	17/03/2023	14:42:25.058	2.47431101E+0	2.49600000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
2	17/03/2023	14:42:26.561	5.12464632E+0	-2.48700000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
3	17/03/2023	14:42:28.042	2.44401489E+0	2.50500000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
4	17/03/2023	14:42:29.633	4.93136474E+0	-2.51000000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
5	17/03/2023	14:42:31.182	4.93711717E+0	2.48900000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
6	17/03/2023	14:42:32.699	4.18776755E-1	-2.51400000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
7	17/03/2023	14:42:34.289	2.98896157E+0	2.50700000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
8	17/03/2023	14:42:35.818	4.75955889E+0	-2.48300000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
9	17/03/2023	14:42:37.460	4.87422395E-1	2.50200000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
10	17/03/2023	14:42:38.998	3.19259751E+0	-2.51400000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
11	17/03/2023	14:42:40.586	5.03912689E+0	2.47700000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
12	17/03/2023	14:42:42.167	3.24628684E+0	-2.52300000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
13	17/03/2023	14:42:43.793	4.47692293E+0	2.48300000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
14	17/03/2023	14:42:45.313	2.32896633E+0	-2.47900000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
15	17/03/2023	14:42:46.898	4.80289385E+0	2.50300000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
16	17/03/2023	14:42:48.487	3.56151989E+0	-2.48300000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
17	17/03/2023	14:42:50.020	7.72359327E-1	2.51300000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
18	17/03/2023	14:42:51.578	1.40244194E+0	-2.47400000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
19	17/03/2023	14:42:53.159	4.50108313E+0	2.50200000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
20	17/03/2023	14:42:54.670	1.78095169E+0	-2.50600000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
21	17/03/2023	14:42:56.260	3.76208788E-1	2.48400000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
22	17/03/2023	14:42:57.763	4.76070938E+0	-2.51400000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
23	17/03/2023	14:42:59.349	1.25096133E+0	2.47000000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
24	17/03/2023	14:43:00.881	5.77927262E+0	-2.51400000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
25	17/03/2023	14:43:02.439	2.32781585E+0	2.47700000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
26	17/03/2023	14:43:03.960	5.75741339E+0	-2.51000000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
27	17/03/2023	14:43:05.611	2.51534500E+0	2.49500000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
28	17/03/2023	14:43:07.187	2.07854397E-1	-2.50300000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
29	17/03/2023	14:43:08.730	2.44017994E+0	2.51000000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
30	17/03/2023	14:43:10.312	5.47822889E+0	-2.47000000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
31	17/03/2023	14:43:11.882	2.21736923E+0	2.51300000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
32	17/03/2023	14:43:13.464	4.98735504E+0	-2.48700000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
33	17/03/2023	14:43:14.996	1.05537878E+0	2.49900000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
34	17/03/2023	14:43:16.587	4.75303947E+0	-2.50300000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
35	17/03/2023	14:43:18.144	2.73738872E+0	2.49000000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
36	17/03/2023	14:43:19.660	1.84537889E+0	-2.51300000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
37	17/03/2023	14:43:21.238	7.48582624E-1	2.47900000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
38	17/03/2023	14:43:22.745	3.63476748E+0	-2.51700000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
39	17/03/2023	14:43:24.305	5.69950562E+0	2.46900000E+3	2.00000000E+0	-9.77943957E+0	7.16324200E+6
