#Iteration	Date	Time	Chirp	Phase	RamanAxis	RatioMean	RatioStdDev
1	20/03/2023	18:41:10.974	0.00000000E+0	-6.28318531E+0	4.00000000E+0	3.43409364E-1	0.00000000E+0
3	20/03/2023	18:41:13.994	0.00000000E+0	-6.17849112E+0	4.00000000E+0	6.00194805E-1	0.00000000E+0
5	20/03/2023	18:41:16.951	0.00000000E+0	-6.07379693E+0	4.00000000E+0	6.50478905E-1	0.00000000E+0
7	20/03/2023	18:41:19.907	0.00000000E+0	-5.96910274E+0	4.00000000E+0	3.43547059E-1	0.00000000E+0
9	20/03/2023	18:41:22.901	0.00000000E+0	-5.86440855E+0	4.00000000E+0	4.22639664E-1	0.00000000E+0
11	20/03/2023	18:41:25.850	0.00000000E+0	-5.75971436E+0	4.00000000E+0	3.25603572E-1	0.00000000E+0
13	20/03/2023	18:41:28.854	0.00000000E+0	-5.65502017E+0	4.00000000E+0	3.88208030E-1	0.00000000E+0
15	20/03/2023	18:41:31.847	0.00000000E+0	-5.55032599E+0	4.00000000E+0	4.10272204E-1	0.00000000E+0
17	20/03/2023	18:41:34.818	0.00000000E+0	-5.44524830E+0	4.00000000E+0	3.36227359E-1	0.00000000E+0
19	20/03/2023	18:41:37.788	0.00000000E+0	-5.34055411E+0	4.00000000E+0	4.60761318E-1	0.00000000E+0
21	20/03/2023	18:41:40.783	0.00000000E+0	-5.23585992E+0	4.00000000E+0	3.19046375E-1	0.00000000E+0
23	20/03/2023	18:41:43.736	0.00000000E+0	-5.13116574E+0	4.00000000E+0	3.80068038E-1	0.00000000E+0
25	20/03/2023	18:41:46.714	0.00000000E+0	-5.02647155E+0	4.00000000E+0	4.58564584E-1	0.00000000E+0
27	20/03/2023	18:41:49.705	0.00000000E+0	-4.92177736E+0	4.00000000E+0	3.57327994E-1	0.00000000E+0
29	20/03/2023	18:41:52.721	0.00000000E+0	-4.81708317E+0	4.00000000E+0	4.85397819E-1	0.00000000E+0
31	20/03/2023	18:41:55.694	0.00000000E+0	-4.71238898E+0	4.00000000E+0	3.04610819E-1	0.00000000E+0
