#Iteration	Date	Time	RTPhase	NFringe	AccelAxis	AccelMean	AccelTemp
1	02/09/2022	15:24:13.154	4.57202974E+0	-2.51800000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
2	02/09/2022	15:24:14.559	3.56957329E+0	-2.51900000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
3	02/09/2022	15:24:16.142	5.16146186E+0	-2.51600000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
4	02/09/2022	15:24:17.536	4.68017538E+0	-2.51700000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
5	02/09/2022	15:24:19.019	6.27091346E+0	-2.51600000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
6	02/09/2022	15:24:20.399	5.59787939E+0	-2.51900000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
7	02/09/2022	15:24:21.801	5.18102011E+0	-2.51600000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
8	02/09/2022	15:24:23.290	5.59442793E+0	-2.51600000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
9	02/09/2022	15:24:24.705	5.59212696E+0	-2.51600000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
10	02/09/2022	15:24:26.164	5.51734540E+0	-2.51600000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
11	02/09/2022	15:24:27.557	2.27719448E+0	-2.51800000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
12	02/09/2022	15:24:28.954	4.95475794E+0	-2.51500000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
13	02/09/2022	15:24:30.518	4.76416083E+0	-2.51700000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
14	02/09/2022	15:24:31.914	4.30856854E+0	-2.51500000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
15	02/09/2022	15:24:33.344	1.71997596E+0	-2.51600000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
16	02/09/2022	15:24:34.732	5.11314146E+0	-2.51900000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
17	02/09/2022	15:24:36.118	5.86172409E+0	-2.51500000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
18	02/09/2022	15:24:37.614	3.31186452E+0	-2.51600000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
19	02/09/2022	15:24:38.998	7.78111755E-1	-2.51500000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
20	02/09/2022	15:24:40.444	2.96096642E+0	-2.51500000E+3	2.00000000E+0	-9.80585164E+0	7.16093600E+6
