#Iteration	Date	Time	STSX	STSY	RotationRateX	RotationRateY	FrCntX	FrCntY	TiptiltCmd1	TiptiltCmd2	TiptiltMonitor1	TiptiltMonitor2
1	17/03/2023	15:38:22.418	0.00000E+0	0.00000E+0	1.32271E+2	1.30362E+0	0.00000E+0	0.00000E+0	2.31331E+1	1.17984E+1	2.31325E+1	1.17982E+1
2	17/03/2023	15:38:23.878	0.00000E+0	0.00000E+0	-1.21151E+2	-2.15190E+0	0.00000E+0	0.00000E+0	1.96406E+1	1.53137E+1	1.96415E+1	1.53145E+1
3	17/03/2023	15:38:25.421	0.00000E+0	0.00000E+0	-5.94169E+1	1.68639E+0	0.00000E+0	0.00000E+0	2.01928E+1	1.47492E+1	2.01930E+1	1.47497E+1
4	17/03/2023	15:38:26.893	0.00000E+0	0.00000E+0	2.44741E+2	1.76841E+0	0.00000E+0	0.00000E+0	2.46323E+1	1.03077E+1	2.46325E+1	1.03063E+1
5	17/03/2023	15:38:28.343	0.00000E+0	0.00000E+0	-2.68011E+2	-2.80887E+0	0.00000E+0	0.00000E+0	1.73981E+1	1.75401E+1	1.73952E+1	1.75413E+1
6	17/03/2023	15:38:29.829	0.00000E+0	0.00000E+0	1.72764E+2	8.08550E-1	0.00000E+0	0.00000E+0	2.37203E+1	1.12822E+1	2.37181E+1	1.12809E+1
7	17/03/2023	15:38:31.313	0.00000E+0	0.00000E+0	5.95919E+1	1.50453E-1	0.00000E+0	0.00000E+0	2.24918E+1	1.24738E+1	2.24924E+1	1.24739E+1
8	17/03/2023	15:38:32.825	0.00000E+0	0.00000E+0	-2.53538E+2	-2.43146E+0	0.00000E+0	0.00000E+0	1.77250E+1	1.72214E+1	1.77260E+1	1.72179E+1
9	17/03/2023	15:38:34.352	0.00000E+0	0.00000E+0	2.05225E+2	7.82338E-1	0.00000E+0	0.00000E+0	2.42267E+1	1.08227E+1	2.42274E+1	1.08221E+1
10	17/03/2023	15:38:35.829	0.00000E+0	0.00000E+0	-1.62855E+2	5.08000E-1	0.00000E+0	0.00000E+0	1.89759E+1	1.58932E+1	1.89746E+1	1.58936E+1
