#Iteration	Date	Time	Chirp	Phase	RamanAxis	RTPhase	NFringe	Ratio
1	17/03/2023	15:29:12.299	0.00000000E+0	-6.28318531E+0	4.00000000E+0	3.46372862E+0	2.49800000E+3	4.39993457E-1
3	17/03/2023	15:29:15.271	0.00000000E+0	-6.17849112E+0	4.00000000E+0	3.04571885E+0	2.51100000E+3	3.74022570E-1
5	17/03/2023	15:29:18.276	0.00000000E+0	-6.07379693E+0	4.00000000E+0	2.37268478E+0	2.50600000E+3	3.09553153E-1
7	17/03/2023	15:29:21.236	0.00000000E+0	-5.96910274E+0	4.00000000E+0	6.17427267E+0	2.48800000E+3	3.37254522E-1
9	17/03/2023	15:29:24.215	0.00000000E+0	-5.86440855E+0	4.00000000E+0	5.14650554E-1	2.49600000E+3	3.39729915E-1
11	17/03/2023	15:29:27.199	0.00000000E+0	-5.75971436E+0	4.00000000E+0	2.08736436E+0	2.50100000E+3	4.08958458E-1
13	17/03/2023	15:29:30.200	0.00000000E+0	-5.65502017E+0	4.00000000E+0	5.18869002E+0	2.49300000E+3	3.37518186E-1
15	17/03/2023	15:29:33.153	0.00000000E+0	-5.55032599E+0	4.00000000E+0	4.25334523E+0	2.49800000E+3	3.55197500E-1
17	17/03/2023	15:29:36.129	0.00000000E+0	-5.44524830E+0	4.00000000E+0	6.04541829E+0	2.50100000E+3	3.11325732E-1
19	17/03/2023	15:29:39.105	0.00000000E+0	-5.34055411E+0	4.00000000E+0	4.57509770E+0	2.50600000E+3	4.39799700E-1
21	17/03/2023	15:29:42.076	0.00000000E+0	-5.23585992E+0	4.00000000E+0	1.44270893E+0	2.51300000E+3	3.02536327E-1
23	17/03/2023	15:29:45.042	0.00000000E+0	-5.13116574E+0	4.00000000E+0	1.37176232E+0	2.51100000E+3	3.22965461E-1
25	17/03/2023	15:29:48.040	0.00000000E+0	-5.02647155E+0	4.00000000E+0	3.47945192E+0	2.51300000E+3	4.29349487E-1
27	17/03/2023	15:29:51.124	0.00000000E+0	-4.92177736E+0	4.00000000E+0	6.03276294E+0	2.48500000E+3	3.19298826E-1
29	17/03/2023	15:29:54.067	0.00000000E+0	-4.81708317E+0	4.00000000E+0	4.52064138E+0	2.48400000E+3	5.58528191E-1
31	17/03/2023	15:29:57.041	0.00000000E+0	-4.71238898E+0	4.00000000E+0	5.86364156E-1	2.50600000E+3	3.15870206E-1
33	17/03/2023	15:29:59.980	0.00000000E+0	-4.60769479E+0	4.00000000E+0	4.44969477E+0	2.51000000E+3	4.75885767E-1
35	17/03/2023	15:30:02.944	0.00000000E+0	-4.50300060E+0	4.00000000E+0	2.49770422E+0	2.51000000E+3	3.54461843E-1
37	17/03/2023	15:30:05.941	0.00000000E+0	-4.39830641E+0	4.00000000E+0	6.04235032E+0	2.50100000E+3	4.50400729E-1
39	17/03/2023	15:30:08.920	0.00000000E+0	-4.29361223E+0	4.00000000E+0	4.37337923E+0	2.49600000E+3	3.15893798E-1
41	17/03/2023	15:30:11.908	0.00000000E+0	-4.18891804E+0	4.00000000E+0	5.94647652E+0	2.50700000E+3	2.95239234E-1
43	17/03/2023	15:30:14.909	0.00000000E+0	-4.08422385E+0	4.00000000E+0	3.04111691E+0	2.49600000E+3	3.60992367E-1
45	17/03/2023	15:30:17.890	0.00000000E+0	-3.97952966E+0	4.00000000E+0	2.23194205E+0	2.49200000E+3	3.60604466E-1
47	17/03/2023	15:30:20.858	0.00000000E+0	-3.87445198E+0	4.00000000E+0	4.21461221E+0	2.50600000E+3	3.10485176E-1
49	17/03/2023	15:30:23.858	0.00000000E+0	-3.76975779E+0	4.00000000E+0	2.70287415E+0	2.51000000E+3	4.28171936E-1
51	17/03/2023	15:30:26.808	0.00000000E+0	-3.66506360E+0	4.00000000E+0	5.95798138E+0	2.49400000E+3	6.75961700E-1
53	17/03/2023	15:30:29.770	0.00000000E+0	-3.56036941E+0	4.00000000E+0	3.54387912E+0	2.48500000E+3	6.41239537E-1
55	17/03/2023	15:30:32.727	0.00000000E+0	-3.45567522E+0	4.00000000E+0	6.26516103E+0	2.48100000E+3	5.99330048E-1
57	17/03/2023	15:30:35.709	0.00000000E+0	-3.35098103E+0	4.00000000E+0	2.33855371E+0	2.48700000E+3	3.28698052E-1
59	17/03/2023	15:30:38.660	0.00000000E+0	-3.24628684E+0	4.00000000E+0	1.12479141E+0	2.50700000E+3	2.93819449E-1
61	17/03/2023	15:30:41.644	0.00000000E+0	-3.14159265E+0	4.00000000E+0	4.08920929E+0	2.50900000E+3	6.24382925E-1
63	17/03/2023	15:30:44.640	0.00000000E+0	-3.03689846E+0	4.00000000E+0	6.05538916E+0	2.51300000E+3	5.13424065E-1
65	17/03/2023	15:30:47.671	0.00000000E+0	-2.93220428E+0	4.00000000E+0	1.84883034E+0	2.51600000E+3	6.57253455E-1
67	17/03/2023	15:30:50.625	0.00000000E+0	-2.82751009E+0	4.00000000E+0	2.52416539E+0	2.50800000E+3	6.50999390E-1
69	17/03/2023	15:30:53.591	0.00000000E+0	-2.72281590E+0	4.00000000E+0	9.11951578E-1	2.47100000E+3	6.32496250E-1
71	17/03/2023	15:30:56.568	0.00000000E+0	-2.61812171E+0	4.00000000E+0	5.83564641E+0	2.51400000E+3	4.43958827E-1
73	17/03/2023	15:30:59.526	0.00000000E+0	-2.51342752E+0	4.00000000E+0	5.89853962E+0	2.51100000E+3	6.65843918E-1
75	17/03/2023	15:31:02.517	0.00000000E+0	-2.40873333E+0	4.00000000E+0	2.91456350E-2	2.49100000E+3	6.50317060E-1
77	17/03/2023	15:31:05.454	0.00000000E+0	-2.30365565E+0	4.00000000E+0	5.42223859E+0	2.49800000E+3	3.28928524E-1
79	17/03/2023	15:31:08.490	0.00000000E+0	-2.19896146E+0	4.00000000E+0	4.18853454E+0	2.50500000E+3	6.47555075E-1
81	17/03/2023	15:31:11.438	0.00000000E+0	-2.09426727E+0	4.00000000E+0	2.25763622E+0	2.49800000E+3	5.85237520E-1
83	17/03/2023	15:31:14.408	0.00000000E+0	-1.98957308E+0	4.00000000E+0	2.05400027E+0	2.49800000E+3	3.37264140E-1
85	17/03/2023	15:31:17.389	0.00000000E+0	-1.88487889E+0	4.00000000E+0	3.73907817E+0	2.51100000E+3	6.28814150E-1
87	17/03/2023	15:31:20.338	0.00000000E+0	-1.78018470E+0	4.00000000E+0	4.65486470E+0	2.49400000E+3	6.32039307E-1
89	17/03/2023	15:31:23.333	0.00000000E+0	-1.67549052E+0	4.00000000E+0	4.73271423E+0	2.47400000E+3	5.94843194E-1
91	17/03/2023	15:31:26.305	0.00000000E+0	-1.57079633E+0	4.00000000E+0	4.97431620E+0	2.50800000E+3	3.40215295E-1
93	17/03/2023	15:31:29.280	0.00000000E+0	-1.46610214E+0	4.00000000E+0	4.87422395E-1	2.51000000E+3	6.57795821E-1
95	17/03/2023	15:31:32.269	0.00000000E+0	-1.36140795E+0	4.00000000E+0	5.75319494E+0	2.48900000E+3	4.68196323E-1
97	17/03/2023	15:31:35.278	0.00000000E+0	-1.25671376E+0	4.00000000E+0	3.09595673E+0	2.47700000E+3	6.07797361E-1
99	17/03/2023	15:31:38.213	0.00000000E+0	-1.15201957E+0	4.00000000E+0	4.96357833E+0	2.50100000E+3	4.48923210E-1
101	17/03/2023	15:31:41.189	0.00000000E+0	-1.04732538E+0	4.00000000E+0	4.01864617E+0	2.48700000E+3	3.75400268E-1
103	17/03/2023	15:31:44.107	0.00000000E+0	-9.42631194E-1	4.00000000E+0	1.87835947E+0	2.47800000E+3	5.52090100E-1
105	17/03/2023	15:31:47.091	0.00000000E+0	-8.37937005E-1	4.00000000E+0	4.53137925E+0	2.51000000E+3	6.47079136E-1
107	17/03/2023	15:31:50.063	0.00000000E+0	-7.32859321E-1	4.00000000E+0	1.02968460E+0	2.50200000E+3	6.25467633E-1
109	17/03/2023	15:31:53.023	0.00000000E+0	-6.28165133E-1	4.00000000E+0	2.61198579E+0	2.46300000E+3	2.95999320E-1
111	17/03/2023	15:31:55.976	0.00000000E+0	-5.23470944E-1	4.00000000E+0	8.44839919E-1	2.50600000E+3	4.95421764E-1
113	17/03/2023	15:31:59.029	0.00000000E+0	-4.18776755E-1	4.00000000E+0	1.51020409E+0	2.47800000E+3	4.12005687E-1
115	17/03/2023	15:32:01.972	0.00000000E+0	-3.14082566E-1	4.00000000E+0	4.40290836E+0	2.49000000E+3	6.65795616E-1
117	17/03/2023	15:32:04.908	0.00000000E+0	-2.09388378E-1	4.00000000E+0	1.69274780E+0	2.50500000E+3	6.35197689E-1
119	17/03/2023	15:32:07.890	0.00000000E+0	-1.04694189E-1	4.00000000E+0	2.82214115E+0	2.48700000E+3	6.18956591E-1
121	17/03/2023	15:32:10.827	0.00000000E+0	0.00000000E+0	4.00000000E+0	1.48029146E+0	2.50600000E+3	6.49812191E-1
123	17/03/2023	15:32:13.774	0.00000000E+0	1.04694189E-1	4.00000000E+0	4.04242287E+0	2.47800000E+3	3.30642408E-1
125	17/03/2023	15:32:16.729	0.00000000E+0	2.09388378E-1	4.00000000E+0	2.46050518E+0	2.50700000E+3	6.52206035E-1
127	17/03/2023	15:32:19.683	0.00000000E+0	3.14082566E-1	4.00000000E+0	2.77075280E+0	2.48900000E+3	4.21263464E-1
129	17/03/2023	15:32:22.646	0.00000000E+0	4.18776755E-1	4.00000000E+0	3.28693733E+0	2.48100000E+3	6.70211956E-1
131	17/03/2023	15:32:25.633	0.00000000E+0	5.23470944E-1	4.00000000E+0	6.24138433E+0	2.50400000E+3	6.55218264E-1
133	17/03/2023	15:32:28.621	0.00000000E+0	6.28165133E-1	4.00000000E+0	3.19451499E+0	2.47800000E+3	3.86660341E-1
135	17/03/2023	15:32:31.624	0.00000000E+0	7.32859321E-1	4.00000000E+0	5.43067548E+0	2.48000000E+3	4.13384208E-1
137	17/03/2023	15:32:34.542	0.00000000E+0	8.37937005E-1	4.00000000E+0	1.14703413E+0	2.50000000E+3	6.34265176E-1
139	17/03/2023	15:32:37.505	0.00000000E+0	9.42631194E-1	4.00000000E+0	6.11789888E+0	2.48900000E+3	4.08793853E-1
141	17/03/2023	15:32:40.482	0.00000000E+0	1.04732538E+0	4.00000000E+0	3.67350049E+0	2.50200000E+3	5.62648106E-1
143	17/03/2023	15:32:43.443	0.00000000E+0	1.15201957E+0	4.00000000E+0	2.10615562E+0	2.49000000E+3	3.36290797E-1
145	17/03/2023	15:32:46.397	0.00000000E+0	1.25671376E+0	4.00000000E+0	4.26216562E+0	2.50000000E+3	3.43789554E-1
147	17/03/2023	15:32:49.336	0.00000000E+0	1.36140795E+0	4.00000000E+0	3.56842281E+0	2.51400000E+3	3.34564371E-1
149	17/03/2023	15:32:52.293	0.00000000E+0	1.46610214E+0	4.00000000E+0	3.35596647E+0	2.48200000E+3	3.39968322E-1
