#Iteration	Date	Time	RTPhase	NFringe	AccelAxis	AccelMean	AccelTemp
1	17/03/2023	14:33:28.222	2.99164603E+0	2.50400000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
2	17/03/2023	14:33:29.730	2.84093242E+0	-2.50600000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
3	17/03/2023	14:33:31.238	3.36977230E+0	2.49700000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
4	17/03/2023	14:33:32.758	5.17258322E+0	-2.49100000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
5	17/03/2023	14:33:34.427	1.88679637E+0	2.51800000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
6	17/03/2023	14:33:35.956	2.87468000E+0	-2.46300000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
7	17/03/2023	14:33:37.497	3.18761208E+0	2.50500000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
8	17/03/2023	14:33:39.013	2.78034018E-1	-2.51400000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
9	17/03/2023	14:33:40.583	1.74221868E+0	2.51300000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
10	17/03/2023	14:33:42.142	5.89163671E+0	-2.48300000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
11	17/03/2023	14:33:43.754	2.34622362E+0	2.50000000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
12	17/03/2023	14:33:45.279	2.18784010E+0	-2.50600000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
13	17/03/2023	14:33:46.874	1.11290306E+0	2.45900000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
14	17/03/2023	14:33:48.438	2.67219453E+0	-2.49300000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
15	17/03/2023	14:33:49.947	2.38227216E+0	2.49700000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
16	17/03/2023	14:33:51.525	3.73217526E+0	-2.50900000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
17	17/03/2023	14:33:53.113	3.59871893E+0	2.48600000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
18	17/03/2023	14:33:54.646	1.63905847E+0	-2.48400000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
19	17/03/2023	14:33:56.208	2.58092268E+0	2.51000000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
20	17/03/2023	14:33:57.791	2.70249065E+0	-2.50300000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
21	17/03/2023	14:33:59.375	3.49364124E-1	2.47800000E+3	2.00000000E+0	-9.77985287E+0	7.16505700E+6
