#Iteration	Date	Time	Chirp	Phase	RamanAxis	RTPhase	NFringe	Ratio
1	17/03/2023	14:33:28.222	0.00000000E+0	-6.28318531E+0	4.00000000E+0	2.99164603E+0	2.50400000E+3	4.09015272E-1
3	17/03/2023	14:33:31.238	0.00000000E+0	-6.17849112E+0	4.00000000E+0	3.36977230E+0	2.49700000E+3	4.00853863E-1
5	17/03/2023	14:33:34.427	0.00000000E+0	-6.07379693E+0	4.00000000E+0	1.88679637E+0	2.51800000E+3	4.51882750E-1
7	17/03/2023	14:33:37.497	0.00000000E+0	-5.96910274E+0	4.00000000E+0	3.18761208E+0	2.50500000E+3	4.04547896E-1
9	17/03/2023	14:33:40.583	0.00000000E+0	-5.86440855E+0	4.00000000E+0	1.74221868E+0	2.51300000E+3	3.05692862E-1
11	17/03/2023	14:33:43.754	0.00000000E+0	-5.75971436E+0	4.00000000E+0	2.34622362E+0	2.50000000E+3	3.89773043E-1
13	17/03/2023	14:33:46.874	0.00000000E+0	-5.65502017E+0	4.00000000E+0	1.11290306E+0	2.45900000E+3	4.29405264E-1
15	17/03/2023	14:33:49.947	0.00000000E+0	-5.55032599E+0	4.00000000E+0	2.38227216E+0	2.49700000E+3	4.07603414E-1
17	17/03/2023	14:33:53.113	0.00000000E+0	-5.44524830E+0	4.00000000E+0	3.59871893E+0	2.48600000E+3	5.96099201E-1
19	17/03/2023	14:33:56.208	0.00000000E+0	-5.34055411E+0	4.00000000E+0	2.58092268E+0	2.51000000E+3	4.88180383E-1
21	17/03/2023	14:33:59.375	0.00000000E+0	-5.23585992E+0	4.00000000E+0	3.49364124E-1	2.47800000E+3	5.36671065E-1
23	17/03/2023	14:34:02.495	0.00000000E+0	-5.13116574E+0	4.00000000E+0	5.10815602E-1	2.48700000E+3	4.46541325E-1
25	17/03/2023	14:34:05.642	0.00000000E+0	-5.02647155E+0	4.00000000E+0	2.06550513E+0	2.51500000E+3	2.87343066E-1
27	17/03/2023	14:34:08.764	0.00000000E+0	-4.92177736E+0	4.00000000E+0	4.25871416E+0	2.48700000E+3	6.15440963E-1
29	17/03/2023	14:34:11.997	0.00000000E+0	-4.81708317E+0	4.00000000E+0	5.11390845E+0	2.51800000E+3	3.30123290E-1
31	17/03/2023	14:34:15.136	0.00000000E+0	-4.71238898E+0	4.00000000E+0	4.82513657E+0	2.48500000E+3	5.15026502E-1
33	17/03/2023	14:34:18.204	0.00000000E+0	-4.60769479E+0	4.00000000E+0	5.83679690E+0	2.47500000E+3	4.69168916E-1
35	17/03/2023	14:34:21.317	0.00000000E+0	-4.50300060E+0	4.00000000E+0	1.51365554E+0	2.48400000E+3	4.06812630E-1
37	17/03/2023	14:34:24.450	0.00000000E+0	-4.39830641E+0	4.00000000E+0	5.15801040E+0	2.51900000E+3	6.14691846E-1
39	17/03/2023	14:34:27.533	0.00000000E+0	-4.29361223E+0	4.00000000E+0	4.35765592E+0	2.49100000E+3	6.21984475E-1
41	17/03/2023	14:34:30.629	0.00000000E+0	-4.18891804E+0	4.00000000E+0	1.01204382E+0	2.49900000E+3	5.83062703E-1
43	17/03/2023	14:34:33.724	0.00000000E+0	-4.08422385E+0	4.00000000E+0	6.89524364E-1	2.49600000E+3	5.76936649E-1
45	17/03/2023	14:34:36.894	0.00000000E+0	-3.97952966E+0	4.00000000E+0	5.32521431E+0	2.50500000E+3	6.03952900E-1
47	17/03/2023	14:34:39.986	0.00000000E+0	-3.87445198E+0	4.00000000E+0	4.97201523E+0	2.47900000E+3	6.63683850E-1
49	17/03/2023	14:34:43.091	0.00000000E+0	-3.76975779E+0	4.00000000E+0	2.70747609E-1	2.48700000E+3	3.61623217E-1
51	17/03/2023	14:34:46.174	0.00000000E+0	-3.66506360E+0	4.00000000E+0	1.18346618E+0	2.51100000E+3	3.64079273E-1
53	17/03/2023	14:34:49.393	0.00000000E+0	-3.56036941E+0	4.00000000E+0	1.28355842E+0	2.49200000E+3	5.29736296E-1
55	17/03/2023	14:34:52.518	0.00000000E+0	-3.45567522E+0	4.00000000E+0	2.22964108E+0	2.51600000E+3	3.25970644E-1
57	17/03/2023	14:34:55.775	0.00000000E+0	-3.35098103E+0	4.00000000E+0	4.49418021E+0	2.44800000E+3	4.21233138E-1
59	17/03/2023	14:34:58.880	0.00000000E+0	-3.24628684E+0	4.00000000E+0	4.41402972E-1	2.49700000E+3	6.26286953E-1
61	17/03/2023	14:35:02.039	0.00000000E+0	-3.14159265E+0	4.00000000E+0	5.21438419E+0	2.50500000E+3	4.88001014E-1
63	17/03/2023	14:35:05.214	0.00000000E+0	-3.03689846E+0	4.00000000E+0	3.87368498E+0	2.49600000E+3	6.12856919E-1
