#Iteration	Date	Time	Chirp	Phase	RamanAxis	RTPhase	NFringe	Ratio
1	15/03/2023	16:45:43.186	0.00000000E+0	-6.28318531E+0	4.00000000E+0	1.82160219E+0	2.51600000E+3	3.16115829E-1
3	15/03/2023	16:45:46.165	0.00000000E+0	-6.17849112E+0	4.00000000E+0	3.76055390E+0	2.52600000E+3	3.63796826E-1
5	15/03/2023	16:45:49.099	0.00000000E+0	-6.07379693E+0	4.00000000E+0	4.22113163E+0	2.51500000E+3	5.41272048E-1
7	15/03/2023	16:45:52.056	0.00000000E+0	-5.96910274E+0	4.00000000E+0	5.88089885E+0	2.51700000E+3	4.83996270E-1
9	15/03/2023	16:45:55.000	0.00000000E+0	-5.86440855E+0	4.00000000E+0	7.38995245E-1	2.50700000E+3	3.27025242E-1
11	15/03/2023	16:45:57.946	0.00000000E+0	-5.75971436E+0	4.00000000E+0	2.33165080E-1	2.50900000E+3	4.72139993E-1
13	15/03/2023	16:46:00.896	0.00000000E+0	-5.65502017E+0	4.00000000E+0	3.54694708E+0	2.51600000E+3	4.47951964E-1
15	15/03/2023	16:46:03.864	0.00000000E+0	-5.55032599E+0	4.00000000E+0	3.10017517E+0	2.50100000E+3	3.07338582E-1
17	15/03/2023	16:46:06.813	0.00000000E+0	-5.44524830E+0	4.00000000E+0	3.12548586E-1	2.50700000E+3	3.43716412E-1
19	15/03/2023	16:46:09.767	0.00000000E+0	-5.34055411E+0	4.00000000E+0	5.99901537E+0	2.50400000E+3	3.32388677E-1
21	15/03/2023	16:46:12.748	0.00000000E+0	-5.23585992E+0	4.00000000E+0	1.07800500E+0	2.51000000E+3	3.70297876E-1
23	15/03/2023	16:46:15.718	0.00000000E+0	-5.13116574E+0	4.00000000E+0	1.98382065E+0	2.49100000E+3	3.78392656E-1
25	15/03/2023	16:46:18.676	0.00000000E+0	-5.02647155E+0	4.00000000E+0	5.27305896E+0	2.49200000E+3	4.04545366E-1
27	15/03/2023	16:46:21.684	0.00000000E+0	-4.92177736E+0	4.00000000E+0	3.15808295E+0	2.49100000E+3	4.34723800E-1
29	15/03/2023	16:46:24.633	0.00000000E+0	-4.81708317E+0	4.00000000E+0	9.10034102E-1	2.49900000E+3	4.40748400E-1
31	15/03/2023	16:46:27.586	0.00000000E+0	-4.71238898E+0	4.00000000E+0	1.17426229E+0	2.49100000E+3	3.61436979E-1
33	15/03/2023	16:46:30.529	0.00000000E+0	-4.60769479E+0	4.00000000E+0	4.17779668E+0	2.49500000E+3	3.25534061E-1
35	15/03/2023	16:46:33.466	0.00000000E+0	-4.50300060E+0	4.00000000E+0	2.94562661E+0	2.47400000E+3	6.02611606E-1
37	15/03/2023	16:46:36.471	0.00000000E+0	-4.39830641E+0	4.00000000E+0	5.19559293E+0	2.47500000E+3	5.39650127E-1
39	15/03/2023	16:46:39.407	0.00000000E+0	-4.29361223E+0	4.00000000E+0	2.88848582E+0	2.48500000E+3	6.68021809E-1
41	15/03/2023	16:46:42.395	0.00000000E+0	-4.18891804E+0	4.00000000E+0	4.28517533E+0	2.49300000E+3	5.15061505E-1
43	15/03/2023	16:46:45.326	0.00000000E+0	-4.08422385E+0	4.00000000E+0	5.50047161E+0	2.49700000E+3	6.22328645E-1
45	15/03/2023	16:46:48.324	0.00000000E+0	-3.97952966E+0	4.00000000E+0	2.61850520E+0	2.51100000E+3	4.19480915E-1
47	15/03/2023	16:46:51.319	0.00000000E+0	-3.87445198E+0	4.00000000E+0	5.32674829E-1	2.50900000E+3	4.38552044E-1
49	15/03/2023	16:46:54.286	0.00000000E+0	-3.76975779E+0	4.00000000E+0	4.48574332E+0	2.51400000E+3	6.32647767E-1
51	15/03/2023	16:46:57.330	0.00000000E+0	-3.66506360E+0	4.00000000E+0	6.99495239E-1	2.46200000E+3	6.76854558E-1
53	15/03/2023	16:47:00.277	0.00000000E+0	-3.56036941E+0	4.00000000E+0	4.47768992E+0	2.52500000E+3	3.50327545E-1
55	15/03/2023	16:47:03.236	0.00000000E+0	-3.45567522E+0	4.00000000E+0	3.25357325E+0	2.51400000E+3	4.85072034E-1
57	15/03/2023	16:47:06.213	0.00000000E+0	-3.35098103E+0	4.00000000E+0	5.54419006E+0	2.51400000E+3	4.71064602E-1
59	15/03/2023	16:47:09.163	0.00000000E+0	-3.24628684E+0	4.00000000E+0	2.96288389E+0	2.50600000E+3	5.46224237E-1
61	15/03/2023	16:47:12.137	0.00000000E+0	-3.14159265E+0	4.00000000E+0	3.14466062E-2	2.49200000E+3	4.12168403E-1
63	15/03/2023	16:47:15.067	0.00000000E+0	-3.03689846E+0	4.00000000E+0	2.08276241E+0	2.47700000E+3	6.11151434E-1
65	15/03/2023	16:47:18.072	0.00000000E+0	-2.93220428E+0	4.00000000E+0	1.99149056E+0	2.47000000E+3	6.58218648E-1
67	15/03/2023	16:47:20.995	0.00000000E+0	-2.82751009E+0	4.00000000E+0	2.44094693E+0	2.49600000E+3	6.58440855E-1
69	15/03/2023	16:47:23.945	0.00000000E+0	-2.72281590E+0	4.00000000E+0	5.85367069E+0	2.48200000E+3	6.48112472E-1
71	15/03/2023	16:47:26.917	0.00000000E+0	-2.61812171E+0	4.00000000E+0	2.32551487E+0	2.48400000E+3	5.67193082E-1
73	15/03/2023	16:47:29.868	0.00000000E+0	-2.51342752E+0	4.00000000E+0	5.71906387E+0	2.47900000E+3	5.98435812E-1
75	15/03/2023	16:47:32.830	0.00000000E+0	-2.40873333E+0	4.00000000E+0	4.25641319E+0	2.47800000E+3	6.26006359E-1
77	15/03/2023	16:47:35.782	0.00000000E+0	-2.30365565E+0	4.00000000E+0	3.56688883E+0	2.47500000E+3	6.81468560E-1
79	15/03/2023	16:47:38.739	0.00000000E+0	-2.19896146E+0	4.00000000E+0	3.84262187E-1	2.48300000E+3	4.91347818E-1
81	15/03/2023	16:47:41.761	0.00000000E+0	-2.09426727E+0	4.00000000E+0	1.53283030E+0	2.48700000E+3	5.16864163E-1
83	15/03/2023	16:47:44.737	0.00000000E+0	-1.98957308E+0	4.00000000E+0	1.53244681E+0	2.48000000E+3	5.69694047E-1
85	15/03/2023	16:47:47.707	0.00000000E+0	-1.88487889E+0	4.00000000E+0	4.87153949E+0	2.43500000E+3	6.65085933E-1
87	15/03/2023	16:47:50.656	0.00000000E+0	-1.78018470E+0	4.00000000E+0	5.10010262E+0	2.49600000E+3	5.53809173E-1
89	15/03/2023	16:47:53.682	0.00000000E+0	-1.67549052E+0	4.00000000E+0	4.63875790E+0	2.50300000E+3	4.93421649E-1
91	15/03/2023	16:47:56.668	0.00000000E+0	-1.57079633E+0	4.00000000E+0	3.26239364E+0	2.51700000E+3	4.68608026E-1
93	15/03/2023	16:47:59.638	0.00000000E+0	-1.46610214E+0	4.00000000E+0	6.27398142E+0	2.48000000E+3	3.98629235E-1
95	15/03/2023	16:48:02.597	0.00000000E+0	-1.36140795E+0	4.00000000E+0	4.23532096E+0	2.51000000E+3	6.62054467E-1
97	15/03/2023	16:48:05.559	0.00000000E+0	-1.25671376E+0	4.00000000E+0	4.01749568E+0	2.51300000E+3	6.62361620E-1
99	15/03/2023	16:48:08.534	0.00000000E+0	-1.15201957E+0	4.00000000E+0	1.05537878E+0	2.51100000E+3	6.60759582E-1
101	15/03/2023	16:48:11.496	0.00000000E+0	-1.04732538E+0	4.00000000E+0	3.39738395E+0	2.50300000E+3	4.90329198E-1
103	15/03/2023	16:48:14.480	0.00000000E+0	-9.42631194E-1	4.00000000E+0	2.21775272E+0	2.48300000E+3	6.23348273E-1
105	15/03/2023	16:48:17.430	0.00000000E+0	-8.37937005E-1	4.00000000E+0	5.32406382E+0	2.48500000E+3	3.07408224E-1
107	15/03/2023	16:48:20.434	0.00000000E+0	-7.32859321E-1	4.00000000E+0	5.08936476E+0	2.50500000E+3	4.91457694E-1
109	15/03/2023	16:48:23.420	0.00000000E+0	-6.28165133E-1	4.00000000E+0	3.98221413E+0	2.51000000E+3	6.11772669E-1
111	15/03/2023	16:48:26.415	0.00000000E+0	-5.23470944E-1	4.00000000E+0	5.55876288E+0	2.50900000E+3	4.73741882E-1
113	15/03/2023	16:48:29.379	0.00000000E+0	-4.18776755E-1	4.00000000E+0	2.81255377E+0	2.50300000E+3	6.52650701E-1
115	15/03/2023	16:48:32.344	0.00000000E+0	-3.14082566E-1	4.00000000E+0	5.13116574E-1	2.49900000E+3	6.67696007E-1
117	15/03/2023	16:48:35.363	0.00000000E+0	-2.09388378E-1	4.00000000E+0	2.24459739E+0	2.47900000E+3	3.95260399E-1
119	15/03/2023	16:48:38.313	0.00000000E+0	-1.04694189E-1	4.00000000E+0	1.82428665E+0	2.47500000E+3	3.03060478E-1
121	15/03/2023	16:48:41.292	0.00000000E+0	0.00000000E+0	4.00000000E+0	4.57049576E+0	2.46800000E+3	3.54481131E-1
123	15/03/2023	16:48:44.228	0.00000000E+0	1.04694189E-1	4.00000000E+0	3.16575285E+0	2.47100000E+3	3.25287582E-1
125	15/03/2023	16:48:47.190	0.00000000E+0	2.09388378E-1	4.00000000E+0	4.55323847E+0	2.48700000E+3	3.66172100E-1
127	15/03/2023	16:48:50.150	0.00000000E+0	3.14082566E-1	4.00000000E+0	1.19650501E-1	2.50100000E+3	3.47193704E-1
129	15/03/2023	16:48:53.112	0.00000000E+0	4.18776755E-1	4.00000000E+0	2.70325764E+0	2.50400000E+3	3.26911186E-1
131	15/03/2023	16:48:56.036	0.00000000E+0	5.23470944E-1	4.00000000E+0	3.23324801E+0	2.51200000E+3	3.06051740E-1
133	15/03/2023	16:48:58.996	0.00000000E+0	6.28165133E-1	4.00000000E+0	5.77505417E+0	2.50800000E+3	3.13617232E-1
135	15/03/2023	16:49:02.012	0.00000000E+0	7.32859321E-1	4.00000000E+0	3.02846157E+0	2.50700000E+3	4.72031205E-1
137	15/03/2023	16:49:05.000	0.00000000E+0	8.37937005E-1	4.00000000E+0	5.31102498E+0	2.50900000E+3	4.76025679E-1
139	15/03/2023	16:49:07.976	0.00000000E+0	9.42631194E-1	4.00000000E+0	4.69935014E+0	2.51000000E+3	5.74845326E-1
141	15/03/2023	16:49:10.947	0.00000000E+0	1.04732538E+0	4.00000000E+0	3.02692759E+0	2.50100000E+3	3.73866713E-1
143	15/03/2023	16:49:13.927	0.00000000E+0	1.15201957E+0	4.00000000E+0	3.38549560E+0	2.50000000E+3	4.65677632E-1
145	15/03/2023	16:49:16.893	0.00000000E+0	1.25671376E+0	4.00000000E+0	3.68193739E+0	2.48300000E+3	3.21041516E-1
147	15/03/2023	16:49:19.848	0.00000000E+0	1.36140795E+0	4.00000000E+0	3.73984516E+0	2.46900000E+3	3.53144864E-1
149	15/03/2023	16:49:22.830	0.00000000E+0	1.46610214E+0	4.00000000E+0	4.27021902E+0	2.46400000E+3	5.76434459E-1
151	15/03/2023	16:49:25.772	0.00000000E+0	1.57079633E+0	4.00000000E+0	2.19742748E-1	2.50900000E+3	4.47060965E-1
153	15/03/2023	16:49:28.690	0.00000000E+0	1.67549052E+0	4.00000000E+0	6.17427267E-1	2.51800000E+3	3.02281857E-1
155	15/03/2023	16:49:31.673	0.00000000E+0	1.78018470E+0	4.00000000E+0	4.59810741E-1	2.51600000E+3	3.22304439E-1
157	15/03/2023	16:49:34.616	0.00000000E+0	1.88487889E+0	4.00000000E+0	2.97208778E-1	2.50900000E+3	3.11150587E-1
159	15/03/2023	16:49:37.638	0.00000000E+0	1.98957308E+0	4.00000000E+0	1.36639339E+0	2.49900000E+3	3.94835920E-1
161	15/03/2023	16:49:40.617	0.00000000E+0	2.09426727E+0	4.00000000E+0	3.38511210E+0	2.51800000E+3	4.19984891E-1
163	15/03/2023	16:49:43.573	0.00000000E+0	2.19896146E+0	4.00000000E+0	5.83948136E+0	2.47700000E+3	2.98525356E-1
165	15/03/2023	16:49:46.573	0.00000000E+0	2.30365565E+0	4.00000000E+0	3.36248589E+0	2.47000000E+3	6.17981741E-1
167	15/03/2023	16:49:49.526	0.00000000E+0	2.40873333E+0	4.00000000E+0	6.19613190E+0	2.48500000E+3	6.70278742E-1
169	15/03/2023	16:49:52.526	0.00000000E+0	2.51342752E+0	4.00000000E+0	1.13092734E+0	2.51900000E+3	4.81281619E-1
171	15/03/2023	16:49:55.463	0.00000000E+0	2.61812171E+0	4.00000000E+0	1.87720899E+0	2.50100000E+3	3.55877633E-1
173	15/03/2023	16:49:58.449	0.00000000E+0	2.72281590E+0	4.00000000E+0	4.90106862E-1	2.47000000E+3	4.25117971E-1
175	15/03/2023	16:50:01.390	0.00000000E+0	2.82751009E+0	4.00000000E+0	2.05860222E+0	2.49400000E+3	5.92796512E-1
