#Iteration	Date	Time	Chirp	Phase	RamanAxis	RatioMean	RatioStdDev
1	15/03/2023	16:45:43.186	0.00000000E+0	-6.28318531E+0	4.00000000E+0	3.16115829E-1	0.00000000E+0
3	15/03/2023	16:45:46.165	0.00000000E+0	-6.17849112E+0	4.00000000E+0	3.63796826E-1	0.00000000E+0
5	15/03/2023	16:45:49.099	0.00000000E+0	-6.07379693E+0	4.00000000E+0	5.41272048E-1	0.00000000E+0
7	15/03/2023	16:45:52.056	0.00000000E+0	-5.96910274E+0	4.00000000E+0	4.83996270E-1	0.00000000E+0
9	15/03/2023	16:45:55.000	0.00000000E+0	-5.86440855E+0	4.00000000E+0	3.27025242E-1	0.00000000E+0
11	15/03/2023	16:45:57.946	0.00000000E+0	-5.75971436E+0	4.00000000E+0	4.72139993E-1	0.00000000E+0
13	15/03/2023	16:46:00.896	0.00000000E+0	-5.65502017E+0	4.00000000E+0	4.47951964E-1	0.00000000E+0
15	15/03/2023	16:46:03.864	0.00000000E+0	-5.55032599E+0	4.00000000E+0	3.07338582E-1	0.00000000E+0
17	15/03/2023	16:46:06.813	0.00000000E+0	-5.44524830E+0	4.00000000E+0	3.43716412E-1	0.00000000E+0
19	15/03/2023	16:46:09.767	0.00000000E+0	-5.34055411E+0	4.00000000E+0	3.32388677E-1	0.00000000E+0
21	15/03/2023	16:46:12.748	0.00000000E+0	-5.23585992E+0	4.00000000E+0	3.70297876E-1	0.00000000E+0
23	15/03/2023	16:46:15.718	0.00000000E+0	-5.13116574E+0	4.00000000E+0	3.78392656E-1	0.00000000E+0
25	15/03/2023	16:46:18.676	0.00000000E+0	-5.02647155E+0	4.00000000E+0	4.04545366E-1	0.00000000E+0
27	15/03/2023	16:46:21.684	0.00000000E+0	-4.92177736E+0	4.00000000E+0	4.34723800E-1	0.00000000E+0
29	15/03/2023	16:46:24.633	0.00000000E+0	-4.81708317E+0	4.00000000E+0	4.40748400E-1	0.00000000E+0
31	15/03/2023	16:46:27.586	0.00000000E+0	-4.71238898E+0	4.00000000E+0	3.61436979E-1	0.00000000E+0
33	15/03/2023	16:46:30.529	0.00000000E+0	-4.60769479E+0	4.00000000E+0	3.25534061E-1	0.00000000E+0
35	15/03/2023	16:46:33.466	0.00000000E+0	-4.50300060E+0	4.00000000E+0	6.02611606E-1	0.00000000E+0
37	15/03/2023	16:46:36.471	0.00000000E+0	-4.39830641E+0	4.00000000E+0	5.39650127E-1	0.00000000E+0
39	15/03/2023	16:46:39.407	0.00000000E+0	-4.29361223E+0	4.00000000E+0	6.68021809E-1	0.00000000E+0
41	15/03/2023	16:46:42.395	0.00000000E+0	-4.18891804E+0	4.00000000E+0	5.15061505E-1	0.00000000E+0
43	15/03/2023	16:46:45.326	0.00000000E+0	-4.08422385E+0	4.00000000E+0	6.22328645E-1	0.00000000E+0
45	15/03/2023	16:46:48.324	0.00000000E+0	-3.97952966E+0	4.00000000E+0	4.19480915E-1	0.00000000E+0
47	15/03/2023	16:46:51.319	0.00000000E+0	-3.87445198E+0	4.00000000E+0	4.38552044E-1	0.00000000E+0
49	15/03/2023	16:46:54.286	0.00000000E+0	-3.76975779E+0	4.00000000E+0	6.32647767E-1	0.00000000E+0
51	15/03/2023	16:46:57.330	0.00000000E+0	-3.66506360E+0	4.00000000E+0	6.76854558E-1	0.00000000E+0
53	15/03/2023	16:47:00.277	0.00000000E+0	-3.56036941E+0	4.00000000E+0	3.50327545E-1	0.00000000E+0
55	15/03/2023	16:47:03.236	0.00000000E+0	-3.45567522E+0	4.00000000E+0	4.85072034E-1	0.00000000E+0
57	15/03/2023	16:47:06.213	0.00000000E+0	-3.35098103E+0	4.00000000E+0	4.71064602E-1	0.00000000E+0
