#Iteration	Date	Time	RTPhase	NFringe	AccelAxis	AccelMean	AccelTemp
1	15/03/2023	17:55:58.582	9.02364198E-1	2.51700000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
2	15/03/2023	17:56:00.074	2.88388388E-1	-2.51400000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
3	15/03/2023	17:56:01.579	6.27819987E+0	2.51500000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
4	15/03/2023	17:56:03.088	5.56144735E+0	-2.50600000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
5	15/03/2023	17:56:04.581	2.64381589E+0	2.50300000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
6	15/03/2023	17:56:06.050	4.91180648E+0	-2.47400000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
7	15/03/2023	17:56:07.536	1.68776236E+0	2.50200000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
8	15/03/2023	17:56:09.075	5.26577255E+0	-2.47700000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
9	15/03/2023	17:56:10.558	5.66805901E+0	2.51100000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
10	15/03/2023	17:56:12.062	5.59749589E+0	-2.45800000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
11	15/03/2023	17:56:13.563	3.90973353E+0	2.50700000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
12	15/03/2023	17:56:15.032	3.47446648E+0	-2.48500000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
13	15/03/2023	17:56:16.511	5.36126285E+0	2.50500000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
14	15/03/2023	17:56:17.986	3.58874805E+0	-2.49200000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
15	15/03/2023	17:56:19.484	1.72649538E+0	2.48400000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
16	15/03/2023	17:56:21.005	1.99417502E+0	-2.50700000E+3	2.00000000E+0	-9.80620569E+0	7.16462300E+6
