#Iteration	Date	Time	Chirp	Phase	RamanAxis	RTPhase	NFringe	Ratio
1	20/03/2023	18:24:49.684	0.00000000E+0	-6.28318531E+0	4.00000000E+0	2.10538863E+0	2.51600000E+3	3.05588027E-1
3	20/03/2023	18:24:52.677	0.00000000E+0	-6.17849112E+0	4.00000000E+0	2.45206829E+0	2.51300000E+3	3.14504670E-1
5	20/03/2023	18:24:55.799	0.00000000E+0	-6.07379693E+0	4.00000000E+0	4.90605405E+0	2.51500000E+3	3.16746914E-1
7	20/03/2023	18:24:58.905	0.00000000E+0	-5.96910274E+0	4.00000000E+0	6.04235032E+0	2.51500000E+3	3.09001615E-1
9	20/03/2023	18:25:01.998	0.00000000E+0	-5.86440855E+0	4.00000000E+0	1.92859735E+0	2.51700000E+3	3.17505316E-1
11	20/03/2023	18:25:05.082	0.00000000E+0	-5.75971436E+0	4.00000000E+0	4.83472395E+0	2.51700000E+3	3.18352524E-1
13	20/03/2023	18:25:08.079	0.00000000E+0	-5.65502017E+0	4.00000000E+0	2.94869457E+0	2.51300000E+3	3.47393211E-1
15	20/03/2023	18:25:11.182	0.00000000E+0	-5.55032599E+0	4.00000000E+0	9.82131199E-1	2.51600000E+3	3.52235797E-1
17	20/03/2023	18:25:14.277	0.00000000E+0	-5.44524830E+0	4.00000000E+0	2.54870908E+0	2.51500000E+3	3.75141106E-1
19	20/03/2023	18:25:17.364	0.00000000E+0	-5.34055411E+0	4.00000000E+0	2.91878194E+0	2.51500000E+3	3.85685378E-1
21	20/03/2023	18:25:20.440	0.00000000E+0	-5.23585992E+0	4.00000000E+0	3.26354413E+0	2.51600000E+3	3.84322077E-1
23	20/03/2023	18:25:23.537	0.00000000E+0	-5.13116574E+0	4.00000000E+0	3.95038402E+0	2.51600000E+3	4.11458744E-1
25	20/03/2023	18:25:26.641	0.00000000E+0	-5.02647155E+0	4.00000000E+0	1.99072357E+0	2.51400000E+3	4.43684050E-1
27	20/03/2023	18:25:29.816	0.00000000E+0	-4.92177736E+0	4.00000000E+0	1.99609250E+0	2.51500000E+3	4.55056846E-1
29	20/03/2023	18:25:32.902	0.00000000E+0	-4.81708317E+0	4.00000000E+0	1.04157295E+0	2.51700000E+3	4.63629532E-1
31	20/03/2023	18:25:35.995	0.00000000E+0	-4.71238898E+0	4.00000000E+0	2.70287415E+0	2.51500000E+3	4.96108698E-1
33	20/03/2023	18:25:39.081	0.00000000E+0	-4.60769479E+0	4.00000000E+0	5.28609780E+0	2.51400000E+3	4.95865297E-1
35	20/03/2023	18:25:42.166	0.00000000E+0	-4.50300060E+0	4.00000000E+0	3.88020440E+0	2.51500000E+3	5.21356343E-1
37	20/03/2023	18:25:45.171	0.00000000E+0	-4.39830641E+0	4.00000000E+0	3.44647134E+0	2.51600000E+3	5.26379167E-1
39	20/03/2023	18:25:48.440	0.00000000E+0	-4.29361223E+0	4.00000000E+0	3.13008780E+0	2.51500000E+3	5.55198364E-1
41	20/03/2023	18:25:51.550	0.00000000E+0	-4.18891804E+0	4.00000000E+0	8.96228275E-1	2.51600000E+3	5.67810132E-1
43	20/03/2023	18:25:54.699	0.00000000E+0	-4.08422385E+0	4.00000000E+0	5.31524343E-1	2.51500000E+3	5.90989189E-1
45	20/03/2023	18:25:57.800	0.00000000E+0	-3.97952966E+0	4.00000000E+0	1.81009733E-1	2.51700000E+3	5.96145450E-1
47	20/03/2023	18:26:00.871	0.00000000E+0	-3.87445198E+0	4.00000000E+0	2.04096144E+0	2.51500000E+3	6.19225303E-1
49	20/03/2023	18:26:03.878	0.00000000E+0	-3.76975779E+0	4.00000000E+0	1.59457303E+0	2.51600000E+3	6.29151302E-1
51	20/03/2023	18:26:06.978	0.00000000E+0	-3.66506360E+0	4.00000000E+0	4.55592294E-1	2.51800000E+3	6.28627489E-1
53	20/03/2023	18:26:10.092	0.00000000E+0	-3.56036941E+0	4.00000000E+0	2.54794209E+0	2.51600000E+3	6.45118791E-1
55	20/03/2023	18:26:13.103	0.00000000E+0	-3.45567522E+0	4.00000000E+0	5.14152011E+0	2.51600000E+3	6.53796388E-1
57	20/03/2023	18:26:16.195	0.00000000E+0	-3.35098103E+0	4.00000000E+0	1.58076720E+0	2.51400000E+3	6.58744211E-1
59	20/03/2023	18:26:19.370	0.00000000E+0	-3.24628684E+0	4.00000000E+0	3.62671408E+0	2.51500000E+3	6.49225475E-1
61	20/03/2023	18:26:22.437	0.00000000E+0	-3.14159265E+0	4.00000000E+0	5.22588905E+0	2.51500000E+3	6.51922393E-1
63	20/03/2023	18:26:25.451	0.00000000E+0	-3.03689846E+0	4.00000000E+0	1.54165069E-1	2.51800000E+3	6.61963890E-1
65	20/03/2023	18:26:28.538	0.00000000E+0	-2.93220428E+0	4.00000000E+0	7.40912721E-1	2.51600000E+3	6.52720419E-1
67	20/03/2023	18:26:31.709	0.00000000E+0	-2.82751009E+0	4.00000000E+0	2.85665572E+0	2.51600000E+3	6.56668523E-1
69	20/03/2023	18:26:34.794	0.00000000E+0	-2.72281590E+0	4.00000000E+0	3.00430137E+0	2.51500000E+3	6.56922715E-1
71	20/03/2023	18:26:37.836	0.00000000E+0	-2.61812171E+0	4.00000000E+0	1.61528177E+0	2.51600000E+3	6.40193392E-1
73	20/03/2023	18:26:40.900	0.00000000E+0	-2.51342752E+0	4.00000000E+0	2.83978193E+0	2.51400000E+3	6.28397719E-1
75	20/03/2023	18:26:43.965	0.00000000E+0	-2.40873333E+0	4.00000000E+0	4.44432584E+0	2.51500000E+3	6.00375218E-1
77	20/03/2023	18:26:47.254	0.00000000E+0	-2.30365565E+0	4.00000000E+0	4.16245687E+0	2.51500000E+3	6.00345743E-1
79	20/03/2023	18:26:50.405	0.00000000E+0	-2.19896146E+0	4.00000000E+0	3.27658296E+0	2.51300000E+3	5.81446329E-1
81	20/03/2023	18:26:53.511	0.00000000E+0	-2.09426727E+0	4.00000000E+0	2.66145667E+0	2.51600000E+3	5.78470395E-1
83	20/03/2023	18:26:56.633	0.00000000E+0	-1.98957308E+0	4.00000000E+0	3.81731119E+0	2.51600000E+3	5.84182835E-1
