#Iteration	Date	Time	Chirp	Phase	RamanAxis	RTPhase	NFringe	Ratio
1	02/09/2022	15:49:46.120	0.00000000E+0	-3.14159265E+1	5.00000000E+0	7.87315639E-1	-2.51800000E+3	4.55803009E-1
2	02/09/2022	15:49:47.506	0.00000000E+0	-3.12065382E+1	5.00000000E+0	7.22121456E-1	-2.51400000E+3	4.55276787E-1
3	02/09/2022	15:49:48.906	0.00000000E+0	-3.09971498E+1	5.00000000E+0	2.06051969E+0	-2.51800000E+3	4.54293002E-1
4	02/09/2022	15:49:50.442	0.00000000E+0	-3.07877614E+1	5.00000000E+0	3.31224802E+0	-2.51800000E+3	4.55980230E-1
5	02/09/2022	15:49:51.827	0.00000000E+0	-3.05779895E+1	5.00000000E+0	9.66407896E-2	-2.51700000E+3	4.66310745E-1
6	02/09/2022	15:49:53.218	0.00000000E+0	-3.03686012E+1	5.00000000E+0	3.18914606E+0	-2.51600000E+3	4.62180659E-1
7	02/09/2022	15:49:54.599	0.00000000E+0	-3.01592128E+1	5.00000000E+0	3.37514123E+0	-2.51800000E+3	4.63528362E-1
8	02/09/2022	15:49:55.985	0.00000000E+0	-2.99498244E+1	5.00000000E+0	3.67925292E+0	-2.51600000E+3	4.61065634E-1
9	02/09/2022	15:49:57.444	0.00000000E+0	-2.97404360E+1	5.00000000E+0	1.37636426E+0	-2.51500000E+3	4.63723883E-1
10	02/09/2022	15:49:58.849	0.00000000E+0	-2.95310476E+1	5.00000000E+0	3.40160240E-1	-2.51800000E+3	4.65473255E-1
11	02/09/2022	15:50:00.236	0.00000000E+0	-2.93216593E+1	5.00000000E+0	9.74077800E-2	-2.51400000E+3	4.54846227E-1
12	02/09/2022	15:50:01.813	0.00000000E+0	-2.91122709E+1	5.00000000E+0	9.08116626E-1	-2.51800000E+3	4.65488845E-1
13	02/09/2022	15:50:03.212	0.00000000E+0	-2.89024990E+1	5.00000000E+0	5.75933087E+0	-2.51700000E+3	4.63955213E-1
14	02/09/2022	15:50:04.752	0.00000000E+0	-2.86931106E+1	5.00000000E+0	1.36600989E+0	-2.51400000E+3	4.58710230E-1
15	02/09/2022	15:50:06.131	0.00000000E+0	-2.84837223E+1	5.00000000E+0	3.02999555E+0	-2.51600000E+3	4.57505051E-1
16	02/09/2022	15:50:07.508	0.00000000E+0	-2.82743339E+1	5.00000000E+0	1.44194194E+0	-2.51800000E+3	4.57474832E-1
17	02/09/2022	15:50:09.055	0.00000000E+0	-2.80649455E+1	5.00000000E+0	1.89101482E+0	-2.51800000E+3	4.52679128E-1
18	02/09/2022	15:50:10.469	0.00000000E+0	-2.78555571E+1	5.00000000E+0	2.86624310E+0	-2.51800000E+3	4.51498048E-1
19	02/09/2022	15:50:11.918	0.00000000E+0	-2.76461687E+1	5.00000000E+0	1.22565065E+0	-2.51400000E+3	4.49563870E-1
20	02/09/2022	15:50:13.432	0.00000000E+0	-2.74363969E+1	5.00000000E+0	8.87791381E-1	-2.51600000E+3	4.44021609E-1
21	02/09/2022	15:50:14.819	0.00000000E+0	-2.72270085E+1	5.00000000E+0	6.12058334E+0	-2.51800000E+3	4.40349729E-1
22	02/09/2022	15:50:16.253	0.00000000E+0	-2.70176201E+1	5.00000000E+0	1.92476239E+0	-2.51500000E+3	4.42359111E-1
23	02/09/2022	15:50:17.639	0.00000000E+0	-2.68082317E+1	5.00000000E+0	1.98650512E-1	-2.51800000E+3	4.43833230E-1
24	02/09/2022	15:50:19.029	0.00000000E+0	-2.65988434E+1	5.00000000E+0	2.88004893E+0	-2.51500000E+3	4.47428244E-1
25	02/09/2022	15:50:20.638	0.00000000E+0	-2.63894550E+1	5.00000000E+0	3.73179176E+0	-2.51600000E+3	4.46247455E-1
26	02/09/2022	15:50:22.046	0.00000000E+0	-2.61800666E+1	5.00000000E+0	3.00391788E+0	-2.51500000E+3	4.39924801E-1
27	02/09/2022	15:50:23.429	0.00000000E+0	-2.59706782E+1	5.00000000E+0	4.04395685E+0	-2.51800000E+3	4.42591402E-1
28	02/09/2022	15:50:24.826	0.00000000E+0	-2.57609064E+1	5.00000000E+0	6.88373879E-1	-2.51400000E+3	4.43564641E-1
29	02/09/2022	15:50:26.211	0.00000000E+0	-2.55515180E+1	5.00000000E+0	5.59442793E+0	-2.51800000E+3	4.43981096E-1
30	02/09/2022	15:50:27.724	0.00000000E+0	-2.53421296E+1	5.00000000E+0	5.36394732E+0	-2.51900000E+3	4.55412466E-1
31	02/09/2022	15:50:29.104	0.00000000E+0	-2.51327412E+1	5.00000000E+0	4.89454920E+0	-2.51600000E+3	4.42910110E-1
32	02/09/2022	15:50:30.622	0.00000000E+0	-2.49233529E+1	5.00000000E+0	4.31432097E+0	-2.51500000E+3	4.54625578E-1
33	02/09/2022	15:50:32.157	0.00000000E+0	-2.47139645E+1	5.00000000E+0	2.66107317E+0	-2.51800000E+3	4.51922408E-1
34	02/09/2022	15:50:33.534	0.00000000E+0	-2.45045761E+1	5.00000000E+0	5.44563180E+0	-2.51500000E+3	4.54887670E-1
35	02/09/2022	15:50:34.997	0.00000000E+0	-2.42948042E+1	5.00000000E+0	5.65502017E+0	-2.51500000E+3	4.62122584E-1
36	02/09/2022	15:50:36.392	0.00000000E+0	-2.40854158E+1	5.00000000E+0	7.16369028E-1	-2.51800000E+3	4.59692992E-1
37	02/09/2022	15:50:37.771	0.00000000E+0	-2.38760275E+1	5.00000000E+0	5.80535029E+0	-2.51700000E+3	4.67187017E-1
38	02/09/2022	15:50:39.300	0.00000000E+0	-2.36666391E+1	5.00000000E+0	4.94018513E+0	-2.51700000E+3	4.71586023E-1
39	02/09/2022	15:50:40.713	0.00000000E+0	-2.34572507E+1	5.00000000E+0	5.33288421E+0	-2.51700000E+3	4.64812151E-1
40	02/09/2022	15:50:42.096	0.00000000E+0	-2.32478623E+1	5.00000000E+0	2.51841296E+0	-2.51900000E+3	4.60786290E-1
41	02/09/2022	15:50:43.602	0.00000000E+0	-2.30384740E+1	5.00000000E+0	4.63952489E+0	-2.51900000E+3	4.57689351E-1
42	02/09/2022	15:50:44.991	0.00000000E+0	-2.28290856E+1	5.00000000E+0	2.57670423E+0	-2.51400000E+3	4.64379786E-1
43	02/09/2022	15:50:46.495	0.00000000E+0	-2.26193137E+1	5.00000000E+0	2.48543237E+0	-2.51500000E+3	4.61478581E-1
44	02/09/2022	15:50:47.885	0.00000000E+0	-2.24099253E+1	5.00000000E+0	3.40620434E+0	-2.51900000E+3	4.57880498E-1
45	02/09/2022	15:50:49.288	0.00000000E+0	-2.22005370E+1	5.00000000E+0	4.44969477E+0	-2.51500000E+3	4.62082137E-1
46	02/09/2022	15:50:50.775	0.00000000E+0	-2.19911486E+1	5.00000000E+0	4.49072876E-1	-2.51600000E+3	4.50710655E-1
47	02/09/2022	15:50:52.179	0.00000000E+0	-2.17817602E+1	5.00000000E+0	5.36816577E+0	-2.51900000E+3	4.54866169E-1
48	02/09/2022	15:50:53.688	0.00000000E+0	-2.15723718E+1	5.00000000E+0	5.37123373E+0	-2.51900000E+3	4.50253877E-1
49	02/09/2022	15:50:55.139	0.00000000E+0	-2.13629834E+1	5.00000000E+0	2.72358289E+0	-2.51900000E+3	4.46823834E-1
50	02/09/2022	15:50:56.510	0.00000000E+0	-2.11532116E+1	5.00000000E+0	3.49440823E+0	-2.51900000E+3	4.48111870E-1
51	02/09/2022	15:50:58.018	0.00000000E+0	-2.09438232E+1	5.00000000E+0	5.13960263E+0	-2.51900000E+3	4.44264313E-1
