#Iteration	Date	Time	Chirp	Phase	RamanAxis	RatioMean	RatioStdDev
1	20/03/2023	18:33:11.936	0.00000000E+0	-6.28318531E+0	4.00000000E+0	3.20373802E-1	0.00000000E+0
3	20/03/2023	18:33:15.048	0.00000000E+0	-6.17849112E+0	4.00000000E+0	6.68948062E-1	0.00000000E+0
5	20/03/2023	18:33:18.242	0.00000000E+0	-6.07379693E+0	4.00000000E+0	6.05482945E-1	0.00000000E+0
7	20/03/2023	18:33:21.337	0.00000000E+0	-5.96910274E+0	4.00000000E+0	6.13993649E-1	0.00000000E+0
9	20/03/2023	18:33:24.457	0.00000000E+0	-5.86440855E+0	4.00000000E+0	3.50698830E-1	0.00000000E+0
11	20/03/2023	18:33:27.621	0.00000000E+0	-5.75971436E+0	4.00000000E+0	5.47481564E-1	0.00000000E+0
13	20/03/2023	18:33:30.687	0.00000000E+0	-5.65502017E+0	4.00000000E+0	3.57621097E-1	0.00000000E+0
15	20/03/2023	18:33:33.724	0.00000000E+0	-5.55032599E+0	4.00000000E+0	3.56550184E-1	0.00000000E+0
17	20/03/2023	18:33:36.810	0.00000000E+0	-5.44524830E+0	4.00000000E+0	5.08706209E-1	0.00000000E+0
19	20/03/2023	18:33:39.904	0.00000000E+0	-5.34055411E+0	4.00000000E+0	4.23381244E-1	0.00000000E+0
21	20/03/2023	18:33:42.991	0.00000000E+0	-5.23585992E+0	4.00000000E+0	3.78720174E-1	0.00000000E+0
23	20/03/2023	18:33:46.056	0.00000000E+0	-5.13116574E+0	4.00000000E+0	4.70513130E-1	0.00000000E+0
25	20/03/2023	18:33:49.126	0.00000000E+0	-5.02647155E+0	4.00000000E+0	6.33449513E-1	0.00000000E+0
27	20/03/2023	18:33:52.247	0.00000000E+0	-4.92177736E+0	4.00000000E+0	6.49487510E-1	0.00000000E+0
29	20/03/2023	18:33:55.352	0.00000000E+0	-4.81708317E+0	4.00000000E+0	6.52460718E-1	0.00000000E+0
31	20/03/2023	18:33:58.378	0.00000000E+0	-4.71238898E+0	4.00000000E+0	3.93966669E-1	0.00000000E+0
33	20/03/2023	18:34:01.461	0.00000000E+0	-4.60769479E+0	4.00000000E+0	4.35670646E-1	0.00000000E+0
35	20/03/2023	18:34:04.577	0.00000000E+0	-4.50300060E+0	4.00000000E+0	3.84547520E-1	0.00000000E+0
37	20/03/2023	18:34:07.617	0.00000000E+0	-4.39830641E+0	4.00000000E+0	4.26037226E-1	0.00000000E+0
39	20/03/2023	18:34:10.644	0.00000000E+0	-4.29361223E+0	4.00000000E+0	6.30922711E-1	0.00000000E+0
41	20/03/2023	18:34:13.757	0.00000000E+0	-4.18891804E+0	4.00000000E+0	6.45511108E-1	0.00000000E+0
43	20/03/2023	18:34:16.847	0.00000000E+0	-4.08422385E+0	4.00000000E+0	6.62674759E-1	0.00000000E+0
45	20/03/2023	18:34:20.002	0.00000000E+0	-3.97952966E+0	4.00000000E+0	4.68563023E-1	0.00000000E+0
47	20/03/2023	18:34:23.015	0.00000000E+0	-3.87445198E+0	4.00000000E+0	6.66098292E-1	0.00000000E+0
49	20/03/2023	18:34:26.072	0.00000000E+0	-3.76975779E+0	4.00000000E+0	4.71342220E-1	0.00000000E+0
51	20/03/2023	18:34:29.181	0.00000000E+0	-3.66506360E+0	4.00000000E+0	5.50076636E-1	0.00000000E+0
53	20/03/2023	18:34:32.278	0.00000000E+0	-3.56036941E+0	4.00000000E+0	6.46378959E-1	0.00000000E+0
55	20/03/2023	18:34:35.286	0.00000000E+0	-3.45567522E+0	4.00000000E+0	5.36888464E-1	0.00000000E+0
57	20/03/2023	18:34:38.362	0.00000000E+0	-3.35098103E+0	4.00000000E+0	4.10423133E-1	0.00000000E+0
59	20/03/2023	18:34:41.489	0.00000000E+0	-3.24628684E+0	4.00000000E+0	6.10897102E-1	0.00000000E+0
61	20/03/2023	18:34:44.611	0.00000000E+0	-3.14159265E+0	4.00000000E+0	5.35086629E-1	0.00000000E+0
63	20/03/2023	18:34:47.654	0.00000000E+0	-3.03689846E+0	4.00000000E+0	3.96659428E-1	0.00000000E+0
65	20/03/2023	18:34:50.743	0.00000000E+0	-2.93220428E+0	4.00000000E+0	5.46021389E-1	0.00000000E+0
67	20/03/2023	18:34:53.792	0.00000000E+0	-2.82751009E+0	4.00000000E+0	4.05864521E-1	0.00000000E+0
69	20/03/2023	18:34:56.920	0.00000000E+0	-2.72281590E+0	4.00000000E+0	3.72252721E-1	0.00000000E+0
71	20/03/2023	18:34:59.997	0.00000000E+0	-2.61812171E+0	4.00000000E+0	3.82828400E-1	0.00000000E+0
73	20/03/2023	18:35:03.096	0.00000000E+0	-2.51342752E+0	4.00000000E+0	3.58633179E-1	0.00000000E+0
75	20/03/2023	18:35:06.173	0.00000000E+0	-2.40873333E+0	4.00000000E+0	3.34744796E-1	0.00000000E+0
77	20/03/2023	18:35:09.205	0.00000000E+0	-2.30365565E+0	4.00000000E+0	3.17919481E-1	0.00000000E+0
79	20/03/2023	18:35:12.293	0.00000000E+0	-2.19896146E+0	4.00000000E+0	3.78783705E-1	0.00000000E+0
81	20/03/2023	18:35:15.392	0.00000000E+0	-2.09426727E+0	4.00000000E+0	4.93274730E-1	0.00000000E+0
83	20/03/2023	18:35:18.406	0.00000000E+0	-1.98957308E+0	4.00000000E+0	4.33371028E-1	0.00000000E+0
85	20/03/2023	18:35:21.505	0.00000000E+0	-1.88487889E+0	4.00000000E+0	4.96348424E-1	0.00000000E+0
87	20/03/2023	18:35:24.521	0.00000000E+0	-1.78018470E+0	4.00000000E+0	6.34506202E-1	0.00000000E+0
89	20/03/2023	18:35:27.562	0.00000000E+0	-1.67549052E+0	4.00000000E+0	5.82015130E-1	0.00000000E+0
91	20/03/2023	18:35:30.672	0.00000000E+0	-1.57079633E+0	4.00000000E+0	3.91847601E-1	0.00000000E+0
93	20/03/2023	18:35:33.793	0.00000000E+0	-1.46610214E+0	4.00000000E+0	5.68141883E-1	0.00000000E+0
95	20/03/2023	18:35:36.815	0.00000000E+0	-1.36140795E+0	4.00000000E+0	3.71005374E-1	0.00000000E+0
97	20/03/2023	18:35:39.870	0.00000000E+0	-1.25671376E+0	4.00000000E+0	6.49703755E-1	0.00000000E+0
99	20/03/2023	18:35:42.872	0.00000000E+0	-1.15201957E+0	4.00000000E+0	5.69608902E-1	0.00000000E+0
101	20/03/2023	18:35:45.958	0.00000000E+0	-1.04732538E+0	4.00000000E+0	5.78826649E-1	0.00000000E+0
103	20/03/2023	18:35:49.035	0.00000000E+0	-9.42631194E-1	4.00000000E+0	4.60458160E-1	0.00000000E+0
105	20/03/2023	18:35:52.063	0.00000000E+0	-8.37937005E-1	4.00000000E+0	3.30894504E-1	0.00000000E+0
107	20/03/2023	18:35:55.130	0.00000000E+0	-7.32859321E-1	4.00000000E+0	4.58723336E-1	0.00000000E+0
109	20/03/2023	18:35:58.158	0.00000000E+0	-6.28165133E-1	4.00000000E+0	4.50474179E-1	0.00000000E+0
111	20/03/2023	18:36:01.219	0.00000000E+0	-5.23470944E-1	4.00000000E+0	3.88586543E-1	0.00000000E+0
113	20/03/2023	18:36:04.338	0.00000000E+0	-4.18776755E-1	4.00000000E+0	4.77746021E-1	0.00000000E+0
115	20/03/2023	18:36:07.427	0.00000000E+0	-3.14082566E-1	4.00000000E+0	6.41971544E-1	0.00000000E+0
117	20/03/2023	18:36:10.511	0.00000000E+0	-2.09388378E-1	4.00000000E+0	5.59468540E-1	0.00000000E+0
119	20/03/2023	18:36:13.597	0.00000000E+0	-1.04694189E-1	4.00000000E+0	3.13959537E-1	0.00000000E+0
121	20/03/2023	18:36:16.614	0.00000000E+0	0.00000000E+0	4.00000000E+0	3.84845507E-1	0.00000000E+0
123	20/03/2023	18:36:19.708	0.00000000E+0	1.04694189E-1	4.00000000E+0	4.31605858E-1	0.00000000E+0
125	20/03/2023	18:36:22.795	0.00000000E+0	2.09388378E-1	4.00000000E+0	3.33810783E-1	0.00000000E+0
127	20/03/2023	18:36:25.812	0.00000000E+0	3.14082566E-1	4.00000000E+0	3.19787056E-1	0.00000000E+0
129	20/03/2023	18:36:28.927	0.00000000E+0	4.18776755E-1	4.00000000E+0	5.16426543E-1	0.00000000E+0
131	20/03/2023	18:36:31.970	0.00000000E+0	5.23470944E-1	4.00000000E+0	4.54466371E-1	0.00000000E+0
