#Iteration	Date	Time	STSX	STSY	RotationRateX	RotationRateY	FrCntX	FrCntY	TiptiltCmd1	TiptiltCmd2	TiptiltMonitor1	TiptiltMonitor2
1	15/03/2023	17:15:29.164	0.00000E+0	0.00000E+0	-3.87362E-1	-2.72416E-1	0.00000E+0	0.00000E+0	2.12413E+1	1.36978E+1	2.12423E+1	1.36965E+1
2	15/03/2023	17:15:30.659	0.00000E+0	0.00000E+0	2.62903E-1	9.60713E-2	0.00000E+0	0.00000E+0	2.12502E+1	1.36950E+1	2.12491E+1	1.36943E+1
3	15/03/2023	17:15:32.155	0.00000E+0	0.00000E+0	4.62046E+1	-9.21654E-1	0.00000E+0	0.00000E+0	2.18237E+1	1.31288E+1	2.18205E+1	1.31304E+1
4	15/03/2023	17:15:33.654	0.00000E+0	0.00000E+0	3.78671E+1	1.75739E+0	0.00000E+0	0.00000E+0	2.20160E+1	1.29591E+1	2.20173E+1	1.29588E+1
5	15/03/2023	17:15:35.151	0.00000E+0	0.00000E+0	-2.22776E+2	-3.18456E+0	0.00000E+0	0.00000E+0	1.81363E+1	1.68355E+1	1.81362E+1	1.68352E+1
6	15/03/2023	17:15:36.669	0.00000E+0	0.00000E+0	7.23660E+1	3.14937E-1	0.00000E+0	0.00000E+0	2.21841E+1	1.27648E+1	2.21836E+1	1.27640E+1
7	15/03/2023	17:15:38.128	0.00000E+0	0.00000E+0	1.79491E+2	2.27170E+0	0.00000E+0	0.00000E+0	2.37629E+1	1.12014E+1	2.37629E+1	1.12005E+1
8	15/03/2023	17:15:39.596	0.00000E+0	0.00000E+0	-8.52435E+1	-8.41369E-1	0.00000E+0	0.00000E+0	2.01668E+1	1.47678E+1	2.01700E+1	1.47698E+1
9	15/03/2023	17:15:41.106	0.00000E+0	0.00000E+0	-1.90859E+2	-9.67928E-1	0.00000E+0	0.00000E+0	1.85168E+1	1.64239E+1	1.85160E+1	1.64240E+1
10	15/03/2023	17:15:42.557	0.00000E+0	0.00000E+0	1.21273E+2	5.08153E-1	0.00000E+0	0.00000E+0	2.28075E+1	1.20950E+1	2.28070E+1	1.20943E+1
11	15/03/2023	17:15:44.005	0.00000E+0	0.00000E+0	2.03096E+2	3.32386E-1	0.00000E+0	0.00000E+0	2.41572E+1	1.08164E+1	2.41548E+1	1.08174E+1
