#Iteration	Date	Time	Chirp	Phase	RamanAxis	RTPhase	NFringe	Ratio
2	17/03/2023	15:48:43.915	0.00000000E+0	-6.28318531E+0	5.00000000E+0	5.96335031E+0	-2.51800000E+3	4.84482846E-1
4	17/03/2023	15:48:46.902	0.00000000E+0	-6.17849112E+0	5.00000000E+0	1.58613613E+0	-2.49700000E+3	4.89781304E-1
6	17/03/2023	15:48:49.856	0.00000000E+0	-6.07379693E+0	5.00000000E+0	3.68845680E+0	-2.49500000E+3	6.47162061E-1
8	17/03/2023	15:48:52.854	0.00000000E+0	-5.96910274E+0	5.00000000E+0	4.03168501E+0	-2.49200000E+3	4.19915707E-1
10	17/03/2023	15:48:55.802	0.00000000E+0	-5.86440855E+0	5.00000000E+0	2.93757321E-1	-2.50100000E+3	4.96026336E-1
12	17/03/2023	15:48:58.772	0.00000000E+0	-5.75971436E+0	5.00000000E+0	1.66820411E-1	-2.49300000E+3	3.35791595E-1
14	17/03/2023	15:49:01.712	0.00000000E+0	-5.65502017E+0	5.00000000E+0	4.14289861E+0	-2.49100000E+3	3.28324565E-1
16	17/03/2023	15:49:04.674	0.00000000E+0	-5.55032599E+0	5.00000000E+0	1.90482064E+0	-2.49500000E+3	4.33365973E-1
18	17/03/2023	15:49:07.631	0.00000000E+0	-5.44524830E+0	5.00000000E+0	2.78954406E+0	-2.51300000E+3	6.73196443E-1
20	17/03/2023	15:49:10.618	0.00000000E+0	-5.34055411E+0	5.00000000E+0	5.61743765E+0	-2.50400000E+3	6.13860127E-1
22	17/03/2023	15:49:13.609	0.00000000E+0	-5.23585992E+0	5.00000000E+0	1.27742250E+0	-2.49400000E+3	4.04400571E-1
24	17/03/2023	15:49:16.605	0.00000000E+0	-5.13116574E+0	5.00000000E+0	3.36747132E+0	-2.49000000E+3	4.15464940E-1
26	17/03/2023	15:49:19.584	0.00000000E+0	-5.02647155E+0	5.00000000E+0	2.26837409E+0	-2.47800000E+3	3.57010357E-1
28	17/03/2023	15:49:22.553	0.00000000E+0	-4.92177736E+0	5.00000000E+0	3.25702471E+0	-2.49300000E+3	6.71566398E-1
30	17/03/2023	15:49:25.487	0.00000000E+0	-4.81708317E+0	5.00000000E+0	5.68723377E-1	-2.49300000E+3	6.64859972E-1
32	17/03/2023	15:49:28.462	0.00000000E+0	-4.71238898E+0	5.00000000E+0	1.23101958E-1	-2.50200000E+3	5.89167227E-1
34	17/03/2023	15:49:31.474	0.00000000E+0	-4.60769479E+0	5.00000000E+0	1.27320405E-1	-2.51100000E+3	4.04091928E-1
36	17/03/2023	15:49:34.417	0.00000000E+0	-4.50300060E+0	5.00000000E+0	2.00683037E+0	-2.51200000E+3	6.63305719E-1
38	17/03/2023	15:49:37.380	0.00000000E+0	-4.39830641E+0	5.00000000E+0	3.05262177E-1	-2.51400000E+3	6.52115006E-1
40	17/03/2023	15:49:40.396	0.00000000E+0	-4.29361223E+0	5.00000000E+0	1.72304392E+0	-2.50700000E+3	6.38226408E-1
42	17/03/2023	15:49:43.493	0.00000000E+0	-4.18891804E+0	5.00000000E+0	5.39194247E-1	-2.48700000E+3	5.46393824E-1
44	17/03/2023	15:49:46.423	0.00000000E+0	-4.08422385E+0	5.00000000E+0	1.25019434E-1	-2.50200000E+3	6.74400554E-1
46	17/03/2023	15:49:49.405	0.00000000E+0	-3.97952966E+0	5.00000000E+0	2.96096642E+0	-2.47200000E+3	6.37598279E-1
48	17/03/2023	15:49:52.362	0.00000000E+0	-3.87445198E+0	5.00000000E+0	1.85381578E+0	-2.48800000E+3	3.97875447E-1
50	17/03/2023	15:49:55.402	0.00000000E+0	-3.76975779E+0	5.00000000E+0	3.28885481E+0	-2.49600000E+3	3.31963489E-1
