#k Index:	0.00000000E+0
#Current Chirp:	0.00000000E+0
#Current Phase:	-3.97952966E+0
#Raman Axis:	4.00000000E+0
#RT Freq 1:	5.01966919E+5
#RT Freq 2:	2.51177815E+5
#RT Freq 3:	2.51035322E+5
#Sum Freq 1:	3.51845778E+7
#Sum Freq 2:	3.54357556E+7
#Sum Freq 3:	3.56867909E+7
#RT Phase:	5.98022410E+0
#Total Phase 3:	1.57916454E+4
#NFringe:	2.51200000E+3
#Accel Axis:	2.00000000E+0
#Accel Mean:	-9.79258406E+0
#Accel Temp:	7.15850500E+6
#Time Step:	2.00000000E-6
#Date Stamp:	17/03/2023
#Time Stamp:	15:49:47.916
-6.43448E-3	3.65957E-6	-7.07829E-3
-8.84878E-3	-3.18247E-4	-3.69827E-3
-9.49259E-3	-1.57294E-4	-4.50304E-3
-8.20496E-3	-4.79201E-4	-6.27352E-3
-1.04583E-2	1.64613E-4	-7.88306E-3
-1.19069E-2	-9.62061E-4	1.64613E-4
3.86654E-3	7.37203E-2	6.76370E-3
5.15417E-3	9.23908E-2	7.89037E-3
5.63703E-3	9.57709E-2	5.47607E-3
7.72942E-3	9.54489E-2	8.37323E-3
6.28084E-3	9.49661E-2	4.51035E-3
4.83226E-3	9.49661E-2	3.70559E-3
5.63703E-3	9.51270E-2	3.70559E-3
5.63703E-3	9.41613E-2	5.79798E-3
4.18845E-3	9.31956E-2	6.92465E-3
6.28084E-3	9.33566E-2	6.60275E-3
7.08561E-3	9.40004E-2	3.06177E-3
4.34940E-3	9.31956E-2	3.70559E-3
5.15417E-3	9.28737E-2	4.83226E-3
5.15417E-3	9.23908E-2	4.83226E-3
5.63703E-3	9.19080E-2	6.44179E-3
9.17800E-3	9.22299E-2	6.76370E-3
6.76370E-3	9.17470E-2	3.86654E-3
4.99321E-3	9.17470E-2	5.31512E-3
6.28084E-3	9.07813E-2	5.95893E-3
7.56847E-3	9.02984E-2	4.99321E-3
4.51035E-3	9.01375E-2	5.47607E-3
7.72942E-3	9.02984E-2	6.11989E-3
7.08561E-3	8.98156E-2	5.31512E-3
4.51035E-3	8.99765E-2	6.44179E-3
5.47607E-3	8.91718E-2	5.47607E-3
6.28084E-3	8.88499E-2	3.70559E-3
4.34940E-3	8.85280E-2	6.11989E-3
