#Iteration	Date	Time	STSX	STSY	RotationRateX	RotationRateY	FrCntX	FrCntY	TiptiltCmd1	TiptiltCmd2	TiptiltMonitor1	TiptiltMonitor2
1	15/03/2023	16:55:57.991	0.00000E+0	0.00000E+0	9.45234E-2	9.45136E-2	0.00000E+0	0.00000E+0	2.12534E+1	1.36999E+1	2.12541E+1	1.37004E+1
2	15/03/2023	16:55:59.530	0.00000E+0	0.00000E+0	-5.98822E-2	-7.19032E-2	0.00000E+0	0.00000E+0	2.12407E+1	1.37038E+1	2.12416E+1	1.37030E+1
3	15/03/2023	16:56:01.026	0.00000E+0	0.00000E+0	-1.18730E-1	4.58938E-1	0.00000E+0	0.00000E+0	2.12466E+1	1.36725E+1	2.12429E+1	1.36725E+1
4	15/03/2023	16:56:02.521	0.00000E+0	0.00000E+0	1.64759E+2	4.19072E+0	0.00000E+0	0.00000E+0	2.35766E+1	1.14143E+1	2.35764E+1	1.14154E+1
5	15/03/2023	16:56:04.088	0.00000E+0	0.00000E+0	-1.69852E+2	-1.22911E+0	0.00000E+0	0.00000E+0	1.88448E+1	1.60545E+1	1.88457E+1	1.60543E+1
6	15/03/2023	16:56:05.584	0.00000E+0	0.00000E+0	-1.66484E+2	-9.44688E-1	0.00000E+0	0.00000E+0	1.88206E+1	1.60781E+1	1.88201E+1	1.60787E+1
7	15/03/2023	16:56:07.082	0.00000E+0	0.00000E+0	2.28283E+2	1.31242E+0	0.00000E+0	0.00000E+0	2.44840E+1	1.05067E+1	2.44851E+1	1.05054E+1
8	15/03/2023	16:56:08.606	0.00000E+0	0.00000E+0	3.03866E+1	-4.22198E-1	0.00000E+0	0.00000E+0	2.18958E+1	1.30846E+1	2.18984E+1	1.30839E+1
9	15/03/2023	16:56:10.090	0.00000E+0	0.00000E+0	-2.39582E+2	-3.58169E+0	0.00000E+0	0.00000E+0	1.78959E+1	1.70843E+1	1.78969E+1	1.70859E+1
10	15/03/2023	16:56:11.576	0.00000E+0	0.00000E+0	1.21317E+2	-5.91925E-1	0.00000E+0	0.00000E+0	2.27953E+1	1.21751E+1	2.27942E+1	1.21765E+1
11	15/03/2023	16:56:13.076	0.00000E+0	0.00000E+0	2.22061E+2	2.88155E+0	0.00000E+0	0.00000E+0	2.44807E+1	1.04700E+1	2.44822E+1	1.04682E+1
12	15/03/2023	16:56:14.571	0.00000E+0	0.00000E+0	-2.43425E+2	-4.67051E+0	0.00000E+0	0.00000E+0	1.78669E+1	1.70567E+1	1.78676E+1	1.70565E+1
13	15/03/2023	16:56:16.072	0.00000E+0	0.00000E+0	-2.69503E+1	1.13901E+0	0.00000E+0	0.00000E+0	2.06268E+1	1.43616E+1	2.06258E+1	1.43628E+1
14	15/03/2023	16:56:17.571	0.00000E+0	0.00000E+0	2.31508E+2	5.61680E-1	0.00000E+0	0.00000E+0	2.45339E+1	1.04913E+1	2.45350E+1	1.04883E+1
15	15/03/2023	16:56:19.048	0.00000E+0	0.00000E+0	-4.00334E+1	-2.60332E-1	0.00000E+0	0.00000E+0	2.08640E+1	1.41552E+1	2.08614E+1	1.41544E+1
16	15/03/2023	16:56:20.526	0.00000E+0	0.00000E+0	-2.43873E+2	-2.70461E+0	0.00000E+0	0.00000E+0	1.76589E+1	1.71480E+1	1.76579E+1	1.71488E+1
17	15/03/2023	16:56:21.953	0.00000E+0	0.00000E+0	1.33235E+2	2.56951E+0	0.00000E+0	0.00000E+0	2.30139E+1	1.19445E+1	2.30133E+1	1.19458E+1
18	15/03/2023	16:56:23.389	0.00000E+0	0.00000E+0	2.31387E+2	2.47604E+0	0.00000E+0	0.00000E+0	2.45957E+1	1.04116E+1	2.45940E+1	1.04127E+1
19	15/03/2023	16:56:24.891	0.00000E+0	0.00000E+0	-1.99829E+2	-3.23682E+0	0.00000E+0	0.00000E+0	1.84876E+1	1.63510E+1	1.84885E+1	1.63513E+1
20	15/03/2023	16:56:26.399	0.00000E+0	0.00000E+0	-1.87183E+2	-2.19756E+0	0.00000E+0	0.00000E+0	1.84821E+1	1.64438E+1	1.84813E+1	1.64426E+1
21	15/03/2023	16:56:27.904	0.00000E+0	0.00000E+0	2.07503E+2	9.61167E-1	0.00000E+0	0.00000E+0	2.41532E+1	1.08473E+1	2.41523E+1	1.08454E+1
22	15/03/2023	16:56:29.364	0.00000E+0	0.00000E+0	1.41825E+2	-4.88382E-1	0.00000E+0	0.00000E+0	2.34694E+1	1.14999E+1	2.34688E+1	1.15008E+1
23	15/03/2023	16:56:30.830	0.00000E+0	0.00000E+0	-2.52001E+2	-1.94180E+0	0.00000E+0	0.00000E+0	1.76582E+1	1.71391E+1	1.76546E+1	1.71406E+1
