#Iteration	Date	Time	RTPhase	NFringe	AccelAxis	AccelMean	AccelTemp
1	02/09/2022	14:59:02.427	1.37291281E-1	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
2	02/09/2022	14:59:03.868	4.46004914E-1	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
3	02/09/2022	14:59:05.343	5.66384056E+0	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
4	02/09/2022	14:59:06.800	1.16007297E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
5	02/09/2022	14:59:08.287	2.89538874E-1	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
6	02/09/2022	14:59:09.684	4.00752481E-1	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
7	02/09/2022	14:59:11.113	1.34990309E+0	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
8	02/09/2022	14:59:12.648	8.95461285E-1	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
9	02/09/2022	14:59:14.047	1.63023808E+0	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
10	02/09/2022	14:59:15.610	4.05891316E+0	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
11	02/09/2022	14:59:16.995	5.24583080E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
12	02/09/2022	14:59:18.361	4.38718505E-1	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
13	02/09/2022	14:59:19.913	5.82567554E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
14	02/09/2022	14:59:21.289	3.16767033E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
15	02/09/2022	14:59:22.759	6.09527266E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
16	02/09/2022	14:59:24.229	1.97461677E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
17	02/09/2022	14:59:25.623	5.55185997E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
18	02/09/2022	14:59:27.062	2.75042755E+0	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
19	02/09/2022	14:59:28.453	6.08875324E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
20	02/09/2022	14:59:29.847	9.01980703E-1	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
21	02/09/2022	14:59:31.414	5.44831626E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
22	02/09/2022	14:59:32.816	1.05000985E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
23	02/09/2022	14:59:34.263	4.27098601E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
24	02/09/2022	14:59:35.779	3.52355387E+0	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
25	02/09/2022	14:59:37.165	4.68592781E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
26	02/09/2022	14:59:38.712	1.36984484E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
27	02/09/2022	14:59:40.096	4.28440834E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
28	02/09/2022	14:59:41.512	5.83219496E+0	-2.51700000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
29	02/09/2022	14:59:43.034	1.23638852E+0	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
30	02/09/2022	14:59:44.422	4.14750056E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
31	02/09/2022	14:59:45.943	6.12365131E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
32	02/09/2022	14:59:47.324	1.66820411E-1	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
33	02/09/2022	14:59:48.725	1.68507790E+0	-2.51700000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
34	02/09/2022	14:59:50.214	1.53283030E+0	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
35	02/09/2022	14:59:51.645	5.99441342E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
36	02/09/2022	14:59:53.072	5.77160271E+0	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
37	02/09/2022	14:59:54.571	3.94233062E+0	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
38	02/09/2022	14:59:55.962	5.87476292E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
39	02/09/2022	14:59:57.463	5.22205410E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
40	02/09/2022	14:59:58.822	3.21982567E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
41	02/09/2022	15:00:00.231	3.67618496E+0	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
42	02/09/2022	15:00:01.781	1.42468466E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
43	02/09/2022	15:00:03.161	1.58997109E+0	-2.51700000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
44	02/09/2022	15:00:04.614	1.04272344E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
45	02/09/2022	15:00:06.014	3.99832092E+0	-2.51700000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
46	02/09/2022	15:00:07.411	6.29315618E-1	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
47	02/09/2022	15:00:08.869	1.20724288E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
48	02/09/2022	15:00:10.273	7.63155442E-1	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
49	02/09/2022	15:00:11.666	3.76707332E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
50	02/09/2022	15:00:13.147	2.77918969E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
51	02/09/2022	15:00:14.543	1.74336917E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
52	02/09/2022	15:00:16.077	5.36893276E-1	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
53	02/09/2022	15:00:17.459	2.41065081E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
54	02/09/2022	15:00:18.871	8.34102053E-1	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
55	02/09/2022	15:00:20.384	4.66291810E+0	-2.51700000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
56	02/09/2022	15:00:21.775	3.36133540E+0	-2.51700000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
57	02/09/2022	15:00:23.211	4.45698118E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
58	02/09/2022	15:00:24.706	1.14089821E+0	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
59	02/09/2022	15:00:26.095	6.05232120E+0	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
60	02/09/2022	15:00:27.621	5.17718516E-1	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
61	02/09/2022	15:00:29.010	3.90168013E+0	-2.51700000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
62	02/09/2022	15:00:30.379	1.54932060E+0	-2.51700000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
63	02/09/2022	15:00:31.933	2.50882558E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
64	02/09/2022	15:00:33.321	3.14082566E-1	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
65	02/09/2022	15:00:34.855	4.95974338E+0	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
66	02/09/2022	15:00:36.252	4.71353947E+0	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
67	02/09/2022	15:00:37.694	3.70993254E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
68	02/09/2022	15:00:39.226	5.69490368E-1	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
69	02/09/2022	15:00:40.641	2.92108292E+0	-2.51700000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
70	02/09/2022	15:00:42.052	2.01948571E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
71	02/09/2022	15:00:43.533	4.44394234E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
72	02/09/2022	15:00:44.953	4.34154912E+0	-2.51700000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
73	02/09/2022	15:00:46.426	6.09335518E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
74	02/09/2022	15:00:47.816	4.72274335E+0	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
75	02/09/2022	15:00:49.203	4.65946664E-1	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
76	02/09/2022	15:00:50.710	4.54441808E-1	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
77	02/09/2022	15:00:52.101	1.32305843E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
78	02/09/2022	15:00:53.533	6.01588915E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
79	02/09/2022	15:00:54.909	4.99157348E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
80	02/09/2022	15:00:56.301	5.01496669E+0	-2.52000000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
81	02/09/2022	15:00:57.872	8.48674871E-1	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
82	02/09/2022	15:00:59.253	5.00384533E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
83	02/09/2022	15:01:00.692	6.04848625E+0	-2.51700000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
84	02/09/2022	15:01:02.200	1.06995160E-1	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
85	02/09/2022	15:01:03.594	5.76393281E-1	-2.51700000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
86	02/09/2022	15:01:05.081	6.79169994E-1	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
87	02/09/2022	15:01:06.453	5.15685991E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
88	02/09/2022	15:01:07.860	5.52194734E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
89	02/09/2022	15:01:09.337	5.05676767E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
90	02/09/2022	15:01:10.744	5.27152498E+0	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
91	02/09/2022	15:01:12.171	5.73248620E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
92	02/09/2022	15:01:13.678	2.17250029E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
93	02/09/2022	15:01:15.070	1.20762638E+0	-2.51500000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
94	02/09/2022	15:01:16.571	3.94194713E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
95	02/09/2022	15:01:17.976	9.99004988E-1	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
96	02/09/2022	15:01:19.355	4.58736955E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
97	02/09/2022	15:01:20.846	2.15831097E+0	-2.51800000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
98	02/09/2022	15:01:22.245	6.00285032E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
99	02/09/2022	15:01:23.692	3.68423836E+0	-2.51600000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
100	02/09/2022	15:01:25.021	6.55776787E-1	-2.51400000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
101	02/09/2022	15:01:26.414	4.70165111E+0	-2.51900000E+3	2.00000000E+0	-9.80590689E+0	7.16115900E+6
