#Iteration	Date	Time	STSX	STSY	RotationRateX	RotationRateY	FrCntX	FrCntY	TiptiltCmd1	TiptiltCmd2	TiptiltMonitor1	TiptiltMonitor2
1	20/03/2023	18:58:36.749	0.00000E+0	0.00000E+0	-7.13117E+1	-8.10736E-1	0.00000E+0	0.00000E+0	2.01700E+1	1.47415E+1	2.01693E+1	1.47411E+1
2	20/03/2023	18:58:38.217	0.00000E+0	0.00000E+0	-1.04196E+2	-1.49959E-1	0.00000E+0	0.00000E+0	1.98074E+1	1.51336E+1	1.98073E+1	1.51326E+1
3	20/03/2023	18:58:39.693	0.00000E+0	0.00000E+0	6.36744E+1	8.52916E-1	0.00000E+0	0.00000E+0	2.20933E+1	1.28260E+1	2.20938E+1	1.28241E+1
4	20/03/2023	18:58:41.167	0.00000E+0	0.00000E+0	9.82784E+1	3.43271E-1	0.00000E+0	0.00000E+0	2.26636E+1	1.23526E+1	2.26636E+1	1.23515E+1
5	20/03/2023	18:58:42.661	0.00000E+0	0.00000E+0	8.84535E+1	4.85194E-1	0.00000E+0	0.00000E+0	2.25165E+1	1.24434E+1	2.25164E+1	1.24432E+1
6	20/03/2023	18:58:44.126	0.00000E+0	0.00000E+0	-4.66284E+1	1.18455E+0	0.00000E+0	0.00000E+0	2.07360E+1	1.42138E+1	2.07377E+1	1.42131E+1
7	20/03/2023	18:58:45.659	0.00000E+0	0.00000E+0	-1.30498E+2	1.13775E+0	0.00000E+0	0.00000E+0	1.93897E+1	1.55470E+1	1.93904E+1	1.55470E+1
8	20/03/2023	18:58:47.193	0.00000E+0	0.00000E+0	-3.48251E+1	7.70224E-1	0.00000E+0	0.00000E+0	2.07094E+1	1.42065E+1	2.07110E+1	1.42080E+1
9	20/03/2023	18:58:48.782	0.00000E+0	0.00000E+0	6.06370E+1	-8.10996E-1	0.00000E+0	0.00000E+0	2.20895E+1	1.28713E+1	2.20876E+1	1.28717E+1
10	20/03/2023	18:58:50.389	0.00000E+0	0.00000E+0	5.96117E+1	2.00331E+0	0.00000E+0	0.00000E+0	2.21426E+1	1.28112E+1	2.21414E+1	1.28103E+1
11	20/03/2023	18:58:51.979	0.00000E+0	0.00000E+0	7.67580E+1	1.10044E+0	0.00000E+0	0.00000E+0	2.23797E+1	1.26244E+1	2.23803E+1	1.26240E+1
12	20/03/2023	18:58:53.460	0.00000E+0	0.00000E+0	-8.31360E+1	-1.83274E+0	0.00000E+0	0.00000E+0	2.00856E+1	1.48560E+1	2.00861E+1	1.48556E+1
13	20/03/2023	18:58:54.982	0.00000E+0	0.00000E+0	-7.33364E+1	-5.51651E-1	0.00000E+0	0.00000E+0	2.01771E+1	1.47235E+1	2.01759E+1	1.47235E+1
14	20/03/2023	18:58:56.525	0.00000E+0	0.00000E+0	-7.22991E+1	-1.31470E+0	0.00000E+0	0.00000E+0	2.03527E+1	1.45887E+1	2.03511E+1	1.45901E+1
15	20/03/2023	18:58:58.075	0.00000E+0	0.00000E+0	1.12047E+2	1.60055E+0	0.00000E+0	0.00000E+0	2.28256E+1	1.21812E+1	2.28252E+1	1.21798E+1
16	20/03/2023	18:58:59.608	0.00000E+0	0.00000E+0	1.45015E+2	8.94368E-1	0.00000E+0	0.00000E+0	2.33553E+1	1.16532E+1	2.33566E+1	1.16562E+1
17	20/03/2023	18:59:01.143	0.00000E+0	0.00000E+0	-6.89003E+1	-1.79016E+0	0.00000E+0	0.00000E+0	2.05025E+1	1.44247E+1	2.05014E+1	1.44234E+1
18	20/03/2023	18:59:02.671	0.00000E+0	0.00000E+0	-1.26706E+2	-1.20184E+0	0.00000E+0	0.00000E+0	1.94252E+1	1.55049E+1	1.94238E+1	1.55044E+1
19	20/03/2023	18:59:04.204	0.00000E+0	0.00000E+0	-9.75101E+1	-6.53708E-1	0.00000E+0	0.00000E+0	1.98671E+1	1.50698E+1	1.98670E+1	1.50694E+1
20	20/03/2023	18:59:05.788	0.00000E+0	0.00000E+0	8.87567E+1	1.12332E+0	0.00000E+0	0.00000E+0	2.24880E+1	1.24894E+1	2.24864E+1	1.24880E+1
21	20/03/2023	18:59:07.351	0.00000E+0	0.00000E+0	1.16928E+2	9.69905E-1	0.00000E+0	0.00000E+0	2.28967E+1	1.21043E+1	2.28958E+1	1.21035E+1
22	20/03/2023	18:59:08.877	0.00000E+0	0.00000E+0	-1.00740E+2	-1.04543E+0	0.00000E+0	0.00000E+0	1.98013E+1	1.50958E+1	1.98029E+1	1.50966E+1
23	20/03/2023	18:59:10.426	0.00000E+0	0.00000E+0	-9.26384E+1	-1.06626E+0	0.00000E+0	0.00000E+0	1.99578E+1	1.49634E+1	1.99583E+1	1.49651E+1
24	20/03/2023	18:59:12.025	0.00000E+0	0.00000E+0	-1.24845E+2	2.04402E-2	0.00000E+0	0.00000E+0	1.94403E+1	1.54571E+1	1.94397E+1	1.54572E+1
25	20/03/2023	18:59:13.527	0.00000E+0	0.00000E+0	1.36488E+2	1.67889E+0	0.00000E+0	0.00000E+0	2.31483E+1	1.18149E+1	2.31454E+1	1.18155E+1
26	20/03/2023	18:59:15.273	0.00000E+0	0.00000E+0	8.57538E+1	1.81282E+0	0.00000E+0	0.00000E+0	2.26511E+1	1.23000E+1	2.26508E+1	1.22995E+1
27	20/03/2023	18:59:17.239	0.00000E+0	0.00000E+0	4.73645E+1	-3.44662E-1	0.00000E+0	0.00000E+0	2.21571E+1	1.28073E+1	2.21581E+1	1.28065E+1
28	20/03/2023	18:59:18.756	0.00000E+0	0.00000E+0	-8.41099E+1	-1.14824E+0	0.00000E+0	0.00000E+0	2.00364E+1	1.48864E+1	2.00399E+1	1.48881E+1
29	20/03/2023	18:59:20.278	0.00000E+0	0.00000E+0	-9.61435E+1	-2.03612E+0	0.00000E+0	0.00000E+0	1.98592E+1	1.51119E+1	1.98609E+1	1.51113E+1
30	20/03/2023	18:59:21.811	0.00000E+0	0.00000E+0	-7.84257E+1	-9.20523E-2	0.00000E+0	0.00000E+0	2.00623E+1	1.48765E+1	2.00655E+1	1.48758E+1
31	20/03/2023	18:59:23.357	0.00000E+0	0.00000E+0	1.25507E+2	-4.97850E-1	0.00000E+0	0.00000E+0	2.30035E+1	1.19728E+1	2.30023E+1	1.19743E+1
32	20/03/2023	18:59:24.930	0.00000E+0	0.00000E+0	9.67623E+1	7.47517E-1	0.00000E+0	0.00000E+0	2.26722E+1	1.23252E+1	2.26738E+1	1.23268E+1
33	20/03/2023	18:59:26.439	0.00000E+0	0.00000E+0	-7.70921E+1	-6.83046E-1	0.00000E+0	0.00000E+0	2.01491E+1	1.48131E+1	2.01491E+1	1.48115E+1
34	20/03/2023	18:59:27.945	0.00000E+0	0.00000E+0	-1.06689E+2	-2.95046E-1	0.00000E+0	0.00000E+0	1.97206E+1	1.52383E+1	1.97201E+1	1.52365E+1
35	20/03/2023	18:59:29.541	0.00000E+0	0.00000E+0	6.13330E+1	1.16397E+0	0.00000E+0	0.00000E+0	2.19882E+1	1.29878E+1	2.19897E+1	1.29849E+1
36	20/03/2023	18:59:31.041	0.00000E+0	0.00000E+0	1.17986E+2	-5.70452E-1	0.00000E+0	0.00000E+0	2.29223E+1	1.20389E+1	2.29257E+1	1.20406E+1
37	20/03/2023	18:59:32.623	0.00000E+0	0.00000E+0	-6.90352E+1	-1.31441E+0	0.00000E+0	0.00000E+0	2.03669E+1	1.45495E+1	2.03660E+1	1.45522E+1
38	20/03/2023	18:59:34.213	0.00000E+0	0.00000E+0	-1.06064E+2	-6.44015E-1	0.00000E+0	0.00000E+0	1.97407E+1	1.51570E+1	1.97410E+1	1.51554E+1
39	20/03/2023	18:59:35.715	0.00000E+0	0.00000E+0	-7.64066E+1	5.85003E-1	0.00000E+0	0.00000E+0	2.01466E+1	1.47666E+1	2.01459E+1	1.47676E+1
40	20/03/2023	18:59:37.272	0.00000E+0	0.00000E+0	8.90863E+1	2.36118E+0	0.00000E+0	0.00000E+0	2.24734E+1	1.24798E+1	2.24728E+1	1.24792E+1
41	20/03/2023	18:59:38.804	0.00000E+0	0.00000E+0	9.58803E+1	2.74157E-1	0.00000E+0	0.00000E+0	2.25915E+1	1.23693E+1	2.25906E+1	1.23661E+1
42	20/03/2023	18:59:40.312	0.00000E+0	0.00000E+0	9.23080E+1	1.78334E+0	0.00000E+0	0.00000E+0	2.25549E+1	1.23636E+1	2.25554E+1	1.23664E+1
43	20/03/2023	18:59:41.894	0.00000E+0	0.00000E+0	-8.42118E+1	1.94967E+0	0.00000E+0	0.00000E+0	2.00088E+1	1.49038E+1	2.00099E+1	1.49031E+1
44	20/03/2023	18:59:43.383	0.00000E+0	0.00000E+0	-1.12125E+2	4.55396E-1	0.00000E+0	0.00000E+0	1.96609E+1	1.52914E+1	1.96606E+1	1.52906E+1
45	20/03/2023	18:59:44.936	0.00000E+0	0.00000E+0	-8.74394E+1	-1.63464E+0	0.00000E+0	0.00000E+0	1.99149E+1	1.50169E+1	1.99152E+1	1.50169E+1
46	20/03/2023	18:59:46.460	0.00000E+0	0.00000E+0	1.24337E+2	-5.14259E-1	0.00000E+0	0.00000E+0	2.30240E+1	1.19917E+1	2.30215E+1	1.19916E+1
47	20/03/2023	18:59:47.989	0.00000E+0	0.00000E+0	1.19119E+2	-5.40837E-1	0.00000E+0	0.00000E+0	2.29507E+1	1.20467E+1	2.29498E+1	1.20475E+1
48	20/03/2023	18:59:49.535	0.00000E+0	0.00000E+0	-1.09455E+2	-2.13870E+0	0.00000E+0	0.00000E+0	1.96866E+1	1.52454E+1	1.96866E+1	1.52474E+1
49	20/03/2023	18:59:51.084	0.00000E+0	0.00000E+0	-9.96617E+1	-5.64311E-1	0.00000E+0	0.00000E+0	1.98033E+1	1.51256E+1	1.98036E+1	1.51255E+1
50	20/03/2023	18:59:52.587	0.00000E+0	0.00000E+0	4.93338E+1	-3.14735E-1	0.00000E+0	0.00000E+0	2.18489E+1	1.31182E+1	2.18491E+1	1.31214E+1
51	20/03/2023	18:59:54.074	0.00000E+0	0.00000E+0	1.36314E+2	1.72003E+0	0.00000E+0	0.00000E+0	2.31795E+1	1.17704E+1	2.31799E+1	1.17680E+1
52	20/03/2023	18:59:55.602	0.00000E+0	0.00000E+0	1.14201E+2	1.07839E+0	0.00000E+0	0.00000E+0	2.28812E+1	1.20946E+1	2.28820E+1	1.20939E+1
53	20/03/2023	18:59:57.101	0.00000E+0	0.00000E+0	-1.10195E+2	-1.29851E+0	0.00000E+0	0.00000E+0	1.96969E+1	1.52300E+1	1.96955E+1	1.52297E+1
54	20/03/2023	18:59:58.601	0.00000E+0	0.00000E+0	-1.08234E+2	-5.70769E-1	0.00000E+0	0.00000E+0	1.97183E+1	1.52095E+1	1.97172E+1	1.52110E+1
55	20/03/2023	19:00:00.188	0.00000E+0	0.00000E+0	7.33595E+1	4.29975E-1	0.00000E+0	0.00000E+0	2.22780E+1	1.26849E+1	2.22792E+1	1.26828E+1
56	20/03/2023	19:00:01.727	0.00000E+0	0.00000E+0	1.26709E+2	-1.30371E+0	0.00000E+0	0.00000E+0	2.29508E+1	1.19975E+1	2.29488E+1	1.19997E+1
57	20/03/2023	19:00:03.278	0.00000E+0	0.00000E+0	-7.81027E+1	-1.71690E+0	0.00000E+0	0.00000E+0	2.02283E+1	1.46912E+1	2.02261E+1	1.46929E+1
58	20/03/2023	19:00:04.832	0.00000E+0	0.00000E+0	-1.32453E+2	1.06841E-2	0.00000E+0	0.00000E+0	1.94250E+1	1.55379E+1	1.94237E+1	1.55384E+1
