#Iteration	Date	Time	RTPhase	NFringe	AccelAxis	AccelMean	AccelTemp
1	10/05/2023	13:19:17.432	7.88466125E-1	-8.80000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
2	10/05/2023	13:19:19.006	2.69942269E+0	-8.78000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
3	10/05/2023	13:19:20.460	6.01819013E+0	-8.69000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
4	10/05/2023	13:19:21.919	1.62371866E+0	-8.51000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
5	10/05/2023	13:19:23.482	2.76154891E+0	-8.58000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
6	10/05/2023	13:19:24.959	1.28854386E+0	-8.85000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
7	10/05/2023	13:19:26.495	2.95368001E+0	-8.96000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
8	10/05/2023	13:19:28.030	2.18745660E+0	-8.99000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
9	10/05/2023	13:19:29.546	1.27358755E+0	-9.05000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
10	10/05/2023	13:19:31.223	5.14382108E+0	-9.05000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
11	10/05/2023	13:19:32.687	5.77812213E+0	-9.05000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
12	10/05/2023	13:19:34.117	5.80228233E+0	-9.06000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
13	10/05/2023	13:19:35.622	2.02523814E+0	-9.04000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
14	10/05/2023	13:19:37.105	1.79168956E+0	-8.94000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
15	10/05/2023	13:19:38.703	5.13921913E+0	-8.93000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
16	10/05/2023	13:19:40.173	3.46948105E+0	-8.73000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
17	10/05/2023	13:19:41.651	4.66982101E+0	-8.53000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
18	10/05/2023	13:19:43.240	5.06098611E+0	-8.22000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
19	10/05/2023	13:19:44.738	2.61773821E+0	-7.98000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
20	10/05/2023	13:19:46.268	2.09771873E-1	-7.81000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
21	10/05/2023	13:19:47.785	1.00092246E-1	-8.08000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
22	10/05/2023	13:19:49.270	5.47209297E+0	-8.40000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
23	10/05/2023	13:19:50.837	3.46449561E+0	-8.62000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
24	10/05/2023	13:19:52.298	5.71292795E+0	-8.79000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
25	10/05/2023	13:19:53.800	4.45046176E+0	-8.96000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
26	10/05/2023	13:19:55.384	4.53214624E+0	-9.07000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
27	10/05/2023	13:19:56.874	5.99709789E+0	-9.06000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
28	10/05/2023	13:19:58.412	9.47233137E-1	-9.01000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
29	10/05/2023	13:19:59.888	1.46686913E+0	-8.77000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
30	10/05/2023	13:20:01.369	2.00644687E+0	-8.54000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
31	10/05/2023	13:20:03.013	3.85566071E+0	-8.23000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
32	10/05/2023	13:20:04.560	1.27818949E+0	-7.95000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
33	10/05/2023	13:20:06.075	2.39799547E+0	-7.87000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
34	10/05/2023	13:20:07.635	9.28058377E-1	-7.84000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
35	10/05/2023	13:20:09.139	5.60861726E+0	-7.98000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
36	10/05/2023	13:20:10.655	3.64703932E-1	-8.07000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
37	10/05/2023	13:20:12.139	1.95007308E+0	-8.23000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
38	10/05/2023	13:20:13.612	4.74728704E+0	-8.42000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
39	10/05/2023	13:20:15.174	1.76139344E+0	-8.58000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
40	10/05/2023	13:20:16.627	5.36739878E+0	-8.65000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
41	10/05/2023	13:20:18.161	3.39623346E+0	-8.78000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
42	10/05/2023	13:20:19.649	2.67909745E+0	-8.85000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
43	10/05/2023	13:20:21.207	3.98413160E+0	-8.95000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
44	10/05/2023	13:20:22.820	1.86762161E-1	-8.97000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
45	10/05/2023	13:20:24.474	5.38427257E+0	-9.03000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
46	10/05/2023	13:20:26.382	6.22834549E+0	-9.05000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
47	10/05/2023	13:20:27.847	9.82514695E-1	-9.06000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
48	10/05/2023	13:20:29.350	2.92683534E+0	-9.07000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
49	10/05/2023	13:20:30.848	3.11398100E-1	-9.06000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
50	10/05/2023	13:20:32.322	2.94294214E+0	-9.05000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
51	10/05/2023	13:20:33.826	2.45551975E+0	-9.03000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
52	10/05/2023	13:20:35.419	2.65608773E+0	-9.03000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
53	10/05/2023	13:20:36.910	1.23753900E+0	-9.00000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
54	10/05/2023	13:20:38.426	1.78823810E+0	-8.96000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
55	10/05/2023	13:20:39.998	5.02493757E+0	-8.90000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
56	10/05/2023	13:20:41.460	1.62141769E+0	-8.77000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
57	10/05/2023	13:20:43.050	4.92484532E+0	-8.65000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
58	10/05/2023	13:20:44.529	1.13169433E+0	-8.47000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
59	10/05/2023	13:20:45.997	3.47638396E+0	-8.25000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
60	10/05/2023	13:20:47.563	1.45996621E+0	-8.16000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
61	10/05/2023	13:20:49.107	5.36893276E-3	-7.90000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
62	10/05/2023	13:20:50.642	4.42630156E+0	-7.90000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
63	10/05/2023	13:20:52.102	5.93573866E+0	-8.29000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
64	10/05/2023	13:20:53.585	2.42215566E+0	-8.68000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
65	10/05/2023	13:20:55.157	3.66583059E+0	-8.97000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
66	10/05/2023	13:20:56.684	6.08568528E+0	-9.08000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
67	10/05/2023	13:20:58.125	5.48513180E+0	-9.07000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
68	10/05/2023	13:20:59.726	3.36056841E+0	-9.06000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
69	10/05/2023	13:21:01.208	4.23455396E+0	-8.90000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
70	10/05/2023	13:21:02.724	3.24091791E+0	-8.78000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
71	10/05/2023	13:21:04.195	5.74475805E+0	-8.58000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
72	10/05/2023	13:21:05.725	2.62310715E+0	-8.23000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
73	10/05/2023	13:21:07.318	2.90651010E+0	-8.08000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
74	10/05/2023	13:21:08.835	5.81263670E+0	-7.77000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
75	10/05/2023	13:21:10.330	2.98205865E+0	-8.12000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
76	10/05/2023	13:21:11.785	2.07931096E+0	-8.55000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
77	10/05/2023	13:21:13.266	5.51734540E+0	-8.86000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
78	10/05/2023	13:21:14.851	6.05347168E+0	-9.05000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
79	10/05/2023	13:21:16.321	1.20839337E+0	-9.07000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
80	10/05/2023	13:21:17.823	2.99356351E+0	-9.07000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
81	10/05/2023	13:21:19.298	6.15854937E+0	-9.01000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
82	10/05/2023	13:21:20.823	6.59611739E-1	-8.94000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
83	10/05/2023	13:21:22.341	2.63537899E+0	-8.67000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
84	10/05/2023	13:21:23.854	5.23355895E+0	-8.38000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
85	10/05/2023	13:21:25.355	4.63032101E+0	-8.00000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
86	10/05/2023	13:21:26.922	1.12402442E+0	-7.83000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
87	10/05/2023	13:21:28.393	2.04594688E+0	-8.24000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
88	10/05/2023	13:21:29.913	2.55254403E+0	-8.76000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
89	10/05/2023	13:21:31.403	6.07878237E+0	-8.98000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
90	10/05/2023	13:21:32.903	2.51189354E-1	-9.05000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
91	10/05/2023	13:21:34.480	5.02838902E+0	-9.07000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
92	10/05/2023	13:21:35.964	5.97830663E+0	-9.08000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
93	10/05/2023	13:21:37.408	1.16659239E+0	-9.02000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
94	10/05/2023	13:21:39.005	8.37170015E-1	-8.83000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
95	10/05/2023	13:21:40.507	3.90091314E+0	-8.69000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
96	10/05/2023	13:21:42.030	7.32475826E-2	-8.47000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
97	10/05/2023	13:21:43.531	6.18577753E-1	-8.03000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
98	10/05/2023	13:21:44.977	2.75809746E+0	-7.82000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
99	10/05/2023	13:21:46.569	1.38211669E+0	-8.26000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
100	10/05/2023	13:21:48.082	4.06619957E+0	-8.61000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
101	10/05/2023	13:21:49.662	5.44486481E+0	-8.84000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
102	10/05/2023	13:21:51.166	6.01282119E+0	-9.05000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
103	10/05/2023	13:21:52.627	3.37437424E+0	-9.07000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
104	10/05/2023	13:21:54.191	5.79077747E-2	-9.06000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
105	10/05/2023	13:21:55.655	3.82229663E+0	-9.06000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
106	10/05/2023	13:21:57.134	1.45114583E+0	-8.91000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
107	10/05/2023	13:21:58.739	2.43404402E+0	-8.59000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
108	10/05/2023	13:22:00.234	3.91548596E-1	-8.16000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
109	10/05/2023	13:22:01.755	3.81577721E+0	-7.82000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
110	10/05/2023	13:22:03.261	3.11014605E-1	-7.96000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
111	10/05/2023	13:22:04.760	5.58560754E+0	-8.36000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
112	10/05/2023	13:22:06.347	1.45728175E+0	-8.72000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
113	10/05/2023	13:22:07.833	2.32321390E+0	-8.76000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
114	10/05/2023	13:22:09.309	1.79935946E+0	-8.73000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
115	10/05/2023	13:22:10.792	6.17772413E+0	-8.51000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
116	10/05/2023	13:22:12.336	2.35581099E+0	-8.18000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
117	10/05/2023	13:22:13.893	1.20609239E+0	-7.81000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
118	10/05/2023	13:22:15.407	6.10869499E+0	-7.95000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
119	10/05/2023	13:22:16.872	6.18961248E-1	-8.13000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
120	10/05/2023	13:22:18.439	1.39937397E+0	-7.91000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
121	10/05/2023	13:22:19.934	2.36424789E+0	-7.86000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
122	10/05/2023	13:22:21.501	2.18975757E-1	-8.17000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
123	10/05/2023	13:22:22.961	1.31270406E+0	-8.51000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
124	10/05/2023	13:22:24.431	5.56835026E-1	-8.61000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
125	10/05/2023	13:22:25.965	4.03130151E+0	-8.60000000E+2	2.00000000E+0	-9.52553159E+0	7.15798100E+6
