#Iteration	Date	Time	Chirp	Phase	RamanAxis	RatioMean	RatioStdDev
1	17/03/2023	16:44:56.774	0.00000000E+0	-6.28318531E+0	4.00000000E+0	5.20745228E-1	0.00000000E+0
3	17/03/2023	16:44:59.983	0.00000000E+0	-6.17849112E+0	4.00000000E+0	3.27644994E-1	0.00000000E+0
5	17/03/2023	16:45:03.205	0.00000000E+0	-6.07379693E+0	4.00000000E+0	3.90463906E-1	0.00000000E+0
7	17/03/2023	16:45:06.241	0.00000000E+0	-5.96910274E+0	4.00000000E+0	3.64626395E-1	0.00000000E+0
9	17/03/2023	16:45:09.316	0.00000000E+0	-5.86440855E+0	4.00000000E+0	3.18466635E-1	0.00000000E+0
11	17/03/2023	16:45:12.458	0.00000000E+0	-5.75971436E+0	4.00000000E+0	3.18707296E-1	0.00000000E+0
13	17/03/2023	16:45:15.520	0.00000000E+0	-5.65502017E+0	4.00000000E+0	4.27999458E-1	0.00000000E+0
15	17/03/2023	16:45:18.590	0.00000000E+0	-5.55032599E+0	4.00000000E+0	5.08941639E-1	0.00000000E+0
17	17/03/2023	16:45:21.683	0.00000000E+0	-5.44524830E+0	4.00000000E+0	6.37488371E-1	0.00000000E+0
19	17/03/2023	16:45:24.795	0.00000000E+0	-5.34055411E+0	4.00000000E+0	5.67622164E-1	0.00000000E+0
21	17/03/2023	16:45:27.905	0.00000000E+0	-5.23585992E+0	4.00000000E+0	4.94961476E-1	0.00000000E+0
23	17/03/2023	16:45:30.984	0.00000000E+0	-5.13116574E+0	4.00000000E+0	3.01457681E-1	0.00000000E+0
25	17/03/2023	16:45:34.137	0.00000000E+0	-5.02647155E+0	4.00000000E+0	4.23419590E-1	0.00000000E+0
27	17/03/2023	16:45:37.241	0.00000000E+0	-4.92177736E+0	4.00000000E+0	3.30904632E-1	0.00000000E+0
29	17/03/2023	16:45:40.453	0.00000000E+0	-4.81708317E+0	4.00000000E+0	4.25251638E-1	0.00000000E+0
31	17/03/2023	16:45:43.513	0.00000000E+0	-4.71238898E+0	4.00000000E+0	4.43177782E-1	0.00000000E+0
33	17/03/2023	16:45:46.684	0.00000000E+0	-4.60769479E+0	4.00000000E+0	3.51213327E-1	0.00000000E+0
35	17/03/2023	16:45:49.854	0.00000000E+0	-4.50300060E+0	4.00000000E+0	5.66791374E-1	0.00000000E+0
37	17/03/2023	16:45:52.952	0.00000000E+0	-4.39830641E+0	4.00000000E+0	3.06300993E-1	0.00000000E+0
39	17/03/2023	16:45:56.035	0.00000000E+0	-4.29361223E+0	4.00000000E+0	3.07960493E-1	0.00000000E+0
41	17/03/2023	16:45:59.214	0.00000000E+0	-4.18891804E+0	4.00000000E+0	6.48310975E-1	0.00000000E+0
43	17/03/2023	16:46:02.365	0.00000000E+0	-4.08422385E+0	4.00000000E+0	6.73423956E-1	0.00000000E+0
45	17/03/2023	16:46:05.486	0.00000000E+0	-3.97952966E+0	4.00000000E+0	3.32797115E-1	0.00000000E+0
47	17/03/2023	16:46:08.737	0.00000000E+0	-3.87445198E+0	4.00000000E+0	2.95840864E-1	0.00000000E+0
49	17/03/2023	16:46:11.873	0.00000000E+0	-3.76975779E+0	4.00000000E+0	5.77130807E-1	0.00000000E+0
